,Case Study,Scenario,Unit Process Name,Variable,Unit,Value,model,Metric
323,Carlsbad,TwoPassRO,cartridge_filtration,Waste Water,m3/s,0.0,Python,Water Flow
324,Carlsbad,TwoPassRO,cartridge_filtration,TDS,kg/m3,35.196,Python,Inlet Constituent
325,Carlsbad,TwoPassRO,cartridge_filtration,TDS,kg/m3,35.196,Python,Outlet Constituent
326,Carlsbad,TwoPassRO,cartridge_filtration,TDS,kg/m3,0.0,Python,Waste Constituent
327,Carlsbad,TwoPassRO,cartridge_filtration,TDS,kg,160.416,Python,Inlet Constituent Total Mass
328,Carlsbad,TwoPassRO,cartridge_filtration,TDS,kg,160.415,Python,Outlet Constituent Total Mass
329,Carlsbad,TwoPassRO,cartridge_filtration,TDS,kg,0.0,Python,Waste Constituent Total Mass
330,Carlsbad,TwoPassRO,cartridge_filtration,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Inlet Constituent
331,Carlsbad,TwoPassRO,cartridge_filtration,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Outlet Constituent
332,Carlsbad,TwoPassRO,cartridge_filtration,Aluminum_Al2_SO4_3,kg/m3,-0.0,Python,Waste Constituent
333,Carlsbad,TwoPassRO,cartridge_filtration,Aluminum_Al2_SO4_3,kg,0.0,Python,Inlet Constituent Total Mass
334,Carlsbad,TwoPassRO,cartridge_filtration,Aluminum_Al2_SO4_3,kg,0.0,Python,Outlet Constituent Total Mass
335,Carlsbad,TwoPassRO,cartridge_filtration,Aluminum_Al2_SO4_3,kg,-0.0,Python,Waste Constituent Total Mass
336,Carlsbad,TwoPassRO,cartridge_filtration,Anionic_Polymer,kg/m3,0.0,Python,Inlet Constituent
337,Carlsbad,TwoPassRO,cartridge_filtration,Anionic_Polymer,kg/m3,0.0,Python,Outlet Constituent
338,Carlsbad,TwoPassRO,cartridge_filtration,Anionic_Polymer,kg/m3,-0.0,Python,Waste Constituent
339,Carlsbad,TwoPassRO,cartridge_filtration,Anionic_Polymer,kg,0.0,Python,Inlet Constituent Total Mass
340,Carlsbad,TwoPassRO,cartridge_filtration,Anionic_Polymer,kg,0.0,Python,Outlet Constituent Total Mass
341,Carlsbad,TwoPassRO,cartridge_filtration,Anionic_Polymer,kg,-0.0,Python,Waste Constituent Total Mass
342,Carlsbad,TwoPassRO,cartridge_filtration,Cationic_Polymer,kg/m3,0.0,Python,Inlet Constituent
343,Carlsbad,TwoPassRO,cartridge_filtration,Cationic_Polymer,kg/m3,0.0,Python,Outlet Constituent
344,Carlsbad,TwoPassRO,cartridge_filtration,Cationic_Polymer,kg/m3,-0.0,Python,Waste Constituent
345,Carlsbad,TwoPassRO,cartridge_filtration,Cationic_Polymer,kg,0.0,Python,Inlet Constituent Total Mass
346,Carlsbad,TwoPassRO,cartridge_filtration,Cationic_Polymer,kg,0.0,Python,Outlet Constituent Total Mass
347,Carlsbad,TwoPassRO,cartridge_filtration,Cationic_Polymer,kg,-0.0,Python,Waste Constituent Total Mass
348,Carlsbad,TwoPassRO,cartridge_filtration,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Inlet Constituent
349,Carlsbad,TwoPassRO,cartridge_filtration,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Outlet Constituent
350,Carlsbad,TwoPassRO,cartridge_filtration,Sulphuric_Acid_H2SO4,kg/m3,-0.0,Python,Waste Constituent
351,Carlsbad,TwoPassRO,cartridge_filtration,Sulphuric_Acid_H2SO4,kg,0.0,Python,Inlet Constituent Total Mass
352,Carlsbad,TwoPassRO,cartridge_filtration,Sulphuric_Acid_H2SO4,kg,0.0,Python,Outlet Constituent Total Mass
353,Carlsbad,TwoPassRO,cartridge_filtration,Sulphuric_Acid_H2SO4,kg,-0.0,Python,Waste Constituent Total Mass
354,Carlsbad,TwoPassRO,cartridge_filtration,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Inlet Constituent
355,Carlsbad,TwoPassRO,cartridge_filtration,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Outlet Constituent
356,Carlsbad,TwoPassRO,cartridge_filtration,Sodium_Bisullfite_NaHSO3,kg/m3,-0.0,Python,Waste Constituent
357,Carlsbad,TwoPassRO,cartridge_filtration,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Inlet Constituent Total Mass
358,Carlsbad,TwoPassRO,cartridge_filtration,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Outlet Constituent Total Mass
359,Carlsbad,TwoPassRO,cartridge_filtration,Sodium_Bisullfite_NaHSO3,kg,-0.0,Python,Waste Constituent Total Mass
360,Carlsbad,TwoPassRO,cartridge_filtration,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Inlet Constituent
361,Carlsbad,TwoPassRO,cartridge_filtration,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Outlet Constituent
362,Carlsbad,TwoPassRO,cartridge_filtration,Lime_Suspension_CaOH_2,kg/m3,-0.0,Python,Waste Constituent
363,Carlsbad,TwoPassRO,cartridge_filtration,Lime_Suspension_CaOH_2,kg,0.0,Python,Inlet Constituent Total Mass
364,Carlsbad,TwoPassRO,cartridge_filtration,Lime_Suspension_CaOH_2,kg,0.0,Python,Outlet Constituent Total Mass
365,Carlsbad,TwoPassRO,cartridge_filtration,Lime_Suspension_CaOH_2,kg,-0.0,Python,Waste Constituent Total Mass
366,Carlsbad,TwoPassRO,ro_deep,Fixed Capital Investment (FCI),$MM,211.525,Python,Cost
367,Carlsbad,TwoPassRO,ro_deep,Land,$MM,0.317,Python,Cost
368,Carlsbad,TwoPassRO,ro_deep,Working Capital,$MM,10.576,Python,Cost
369,Carlsbad,TwoPassRO,ro_deep,Total Capital Investment (TCI),$MM,222.418,Python,Cost
370,Carlsbad,TwoPassRO,ro_deep,Catalysts and Chemicals,$MM/yr,0.0,Python,Annual Cost
371,Carlsbad,TwoPassRO,ro_deep,Electricity,$MM/yr,33.665,Python,Annual Cost
372,Carlsbad,TwoPassRO,ro_deep,Other Operating,$MM/yr,0.0,Python,Annual Cost
373,Carlsbad,TwoPassRO,ro_deep,Employee Salaries,$MM/yr,0.223,Python,Annual Cost
374,Carlsbad,TwoPassRO,ro_deep,Benefits,$MM/yr,0.201,Python,Annual Cost
375,Carlsbad,TwoPassRO,ro_deep,Maintenance,$MM/yr,1.692,Python,Annual Cost
376,Carlsbad,TwoPassRO,ro_deep,Laboratory,$MM/yr,0.635,Python,Annual Cost
377,Carlsbad,TwoPassRO,ro_deep,Insurance and Taxes,$MM/yr,0.423,Python,Annual Cost
378,Carlsbad,TwoPassRO,ro_deep,Total Fixed Operating ,$MM/yr,3.174,Python,Annual Cost
379,Carlsbad,TwoPassRO,ro_deep,Base Employee Salary,$MM/yr,0.178,Python,Annual Cost
380,Carlsbad,TwoPassRO,ro_deep,Electricity consumption,kWh/m3,1.747,Python,Electricity
381,Carlsbad,TwoPassRO,ro_deep,Total Unit Cost,$MM,259.257,Python,Cost
382,Carlsbad,TwoPassRO,ro_deep,Inlet Water,m3/s,4.558,Python,Water Flow
383,Carlsbad,TwoPassRO,ro_deep,Outlet Water,m3/s,2.387,Python,Water Flow
384,Carlsbad,TwoPassRO,ro_deep,Waste Water,m3/s,2.17,Python,Water Flow
385,Carlsbad,TwoPassRO,ro_deep,TDS,kg/m3,35.196,Python,Inlet Constituent
386,Carlsbad,TwoPassRO,ro_deep,TDS,kg/m3,0.538,Python,Outlet Constituent
387,Carlsbad,TwoPassRO,ro_deep,TDS,kg/m3,73.322,Python,Waste Constituent
388,Carlsbad,TwoPassRO,ro_deep,TDS,kg,160.415,Python,Inlet Constituent Total Mass
389,Carlsbad,TwoPassRO,ro_deep,TDS,kg,1.283,Python,Outlet Constituent Total Mass
390,Carlsbad,TwoPassRO,ro_deep,TDS,kg,159.132,Python,Waste Constituent Total Mass
391,Carlsbad,TwoPassRO,ro_deep,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Inlet Constituent
392,Carlsbad,TwoPassRO,ro_deep,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Outlet Constituent
393,Carlsbad,TwoPassRO,ro_deep,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Waste Constituent
394,Carlsbad,TwoPassRO,ro_deep,Aluminum_Al2_SO4_3,kg,0.0,Python,Inlet Constituent Total Mass
395,Carlsbad,TwoPassRO,ro_deep,Aluminum_Al2_SO4_3,kg,0.0,Python,Outlet Constituent Total Mass
396,Carlsbad,TwoPassRO,ro_deep,Aluminum_Al2_SO4_3,kg,0.0,Python,Waste Constituent Total Mass
397,Carlsbad,TwoPassRO,ro_deep,Anionic_Polymer,kg/m3,0.0,Python,Inlet Constituent
398,Carlsbad,TwoPassRO,ro_deep,Anionic_Polymer,kg/m3,0.0,Python,Outlet Constituent
399,Carlsbad,TwoPassRO,ro_deep,Anionic_Polymer,kg/m3,0.0,Python,Waste Constituent
400,Carlsbad,TwoPassRO,ro_deep,Anionic_Polymer,kg,0.0,Python,Inlet Constituent Total Mass
401,Carlsbad,TwoPassRO,ro_deep,Anionic_Polymer,kg,0.0,Python,Outlet Constituent Total Mass
402,Carlsbad,TwoPassRO,ro_deep,Anionic_Polymer,kg,0.0,Python,Waste Constituent Total Mass
403,Carlsbad,TwoPassRO,ro_deep,Cationic_Polymer,kg/m3,0.0,Python,Inlet Constituent
404,Carlsbad,TwoPassRO,ro_deep,Cationic_Polymer,kg/m3,0.0,Python,Outlet Constituent
405,Carlsbad,TwoPassRO,ro_deep,Cationic_Polymer,kg/m3,0.0,Python,Waste Constituent
406,Carlsbad,TwoPassRO,ro_deep,Cationic_Polymer,kg,0.0,Python,Inlet Constituent Total Mass
407,Carlsbad,TwoPassRO,ro_deep,Cationic_Polymer,kg,0.0,Python,Outlet Constituent Total Mass
408,Carlsbad,TwoPassRO,ro_deep,Cationic_Polymer,kg,0.0,Python,Waste Constituent Total Mass
409,Carlsbad,TwoPassRO,ro_deep,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Inlet Constituent
410,Carlsbad,TwoPassRO,ro_deep,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Outlet Constituent
411,Carlsbad,TwoPassRO,ro_deep,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Waste Constituent
412,Carlsbad,TwoPassRO,ro_deep,Sulphuric_Acid_H2SO4,kg,0.0,Python,Inlet Constituent Total Mass
413,Carlsbad,TwoPassRO,ro_deep,Sulphuric_Acid_H2SO4,kg,0.0,Python,Outlet Constituent Total Mass
414,Carlsbad,TwoPassRO,ro_deep,Sulphuric_Acid_H2SO4,kg,0.0,Python,Waste Constituent Total Mass
415,Carlsbad,TwoPassRO,ro_deep,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Inlet Constituent
416,Carlsbad,TwoPassRO,ro_deep,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Outlet Constituent
417,Carlsbad,TwoPassRO,ro_deep,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Waste Constituent
418,Carlsbad,TwoPassRO,ro_deep,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Inlet Constituent Total Mass
419,Carlsbad,TwoPassRO,ro_deep,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Outlet Constituent Total Mass
420,Carlsbad,TwoPassRO,ro_deep,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Waste Constituent Total Mass
421,Carlsbad,TwoPassRO,ro_deep,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Inlet Constituent
422,Carlsbad,TwoPassRO,ro_deep,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Outlet Constituent
423,Carlsbad,TwoPassRO,ro_deep,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Waste Constituent
424,Carlsbad,TwoPassRO,ro_deep,Lime_Suspension_CaOH_2,kg,0.0,Python,Inlet Constituent Total Mass
425,Carlsbad,TwoPassRO,ro_deep,Lime_Suspension_CaOH_2,kg,0.0,Python,Outlet Constituent Total Mass
426,Carlsbad,TwoPassRO,ro_deep,Lime_Suspension_CaOH_2,kg,0.0,Python,Waste Constituent Total Mass
427,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Fixed Capital Investment (FCI),$MM,52.777,Python,Cost
428,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Land,$MM,0.079,Python,Cost
429,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Working Capital,$MM,2.639,Python,Cost
430,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Total Capital Investment (TCI),$MM,55.495,Python,Cost
431,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Catalysts and Chemicals,$MM/yr,0.0,Python,Annual Cost
432,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Electricity,$MM/yr,22.285,Python,Annual Cost
433,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Other Operating,$MM/yr,0.0,Python,Annual Cost
434,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Employee Salaries,$MM/yr,0.056,Python,Annual Cost
435,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Benefits,$MM/yr,0.05,Python,Annual Cost
436,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Maintenance,$MM/yr,0.422,Python,Annual Cost
437,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Laboratory,$MM/yr,0.158,Python,Annual Cost
438,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Insurance and Taxes,$MM/yr,0.106,Python,Annual Cost
439,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Total Fixed Operating ,$MM/yr,0.792,Python,Annual Cost
440,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Base Employee Salary,$MM/yr,0.044,Python,Annual Cost
441,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Electricity consumption,kWh/m3,2.207,Python,Electricity
442,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Total Unit Cost,$MM,78.572,Python,Cost
443,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Inlet Water,m3/s,2.387,Python,Water Flow
444,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Outlet Water,m3/s,2.37,Python,Water Flow
445,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Waste Water,m3/s,0.017,Python,Water Flow
446,Carlsbad,TwoPassRO,ro_deep_scnd_pass,TDS,kg/m3,0.538,Python,Inlet Constituent
447,Carlsbad,TwoPassRO,ro_deep_scnd_pass,TDS,kg/m3,0.004,Python,Outlet Constituent
448,Carlsbad,TwoPassRO,ro_deep_scnd_pass,TDS,kg/m3,73.322,Python,Waste Constituent
449,Carlsbad,TwoPassRO,ro_deep_scnd_pass,TDS,kg,1.283,Python,Inlet Constituent Total Mass
450,Carlsbad,TwoPassRO,ro_deep_scnd_pass,TDS,kg,0.01,Python,Outlet Constituent Total Mass
451,Carlsbad,TwoPassRO,ro_deep_scnd_pass,TDS,kg,1.273,Python,Waste Constituent Total Mass
452,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Inlet Constituent
453,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Outlet Constituent
454,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Aluminum_Al2_SO4_3,kg/m3,-0.0,Python,Waste Constituent
455,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Aluminum_Al2_SO4_3,kg,0.0,Python,Inlet Constituent Total Mass
456,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Aluminum_Al2_SO4_3,kg,0.0,Python,Outlet Constituent Total Mass
457,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Aluminum_Al2_SO4_3,kg,-0.0,Python,Waste Constituent Total Mass
458,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Anionic_Polymer,kg/m3,0.0,Python,Inlet Constituent
459,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Anionic_Polymer,kg/m3,0.0,Python,Outlet Constituent
460,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Anionic_Polymer,kg/m3,-0.0,Python,Waste Constituent
461,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Anionic_Polymer,kg,0.0,Python,Inlet Constituent Total Mass
462,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Anionic_Polymer,kg,0.0,Python,Outlet Constituent Total Mass
463,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Anionic_Polymer,kg,-0.0,Python,Waste Constituent Total Mass
464,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Cationic_Polymer,kg/m3,0.0,Python,Inlet Constituent
465,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Cationic_Polymer,kg/m3,0.0,Python,Outlet Constituent
466,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Cationic_Polymer,kg/m3,-0.0,Python,Waste Constituent
467,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Cationic_Polymer,kg,0.0,Python,Inlet Constituent Total Mass
468,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Cationic_Polymer,kg,0.0,Python,Outlet Constituent Total Mass
469,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Cationic_Polymer,kg,-0.0,Python,Waste Constituent Total Mass
470,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Inlet Constituent
471,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Outlet Constituent
472,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Sulphuric_Acid_H2SO4,kg/m3,-0.0,Python,Waste Constituent
473,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Sulphuric_Acid_H2SO4,kg,0.0,Python,Inlet Constituent Total Mass
474,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Sulphuric_Acid_H2SO4,kg,0.0,Python,Outlet Constituent Total Mass
475,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Sulphuric_Acid_H2SO4,kg,-0.0,Python,Waste Constituent Total Mass
476,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Inlet Constituent
477,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Outlet Constituent
478,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Sodium_Bisullfite_NaHSO3,kg/m3,-0.0,Python,Waste Constituent
479,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Inlet Constituent Total Mass
480,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Outlet Constituent Total Mass
481,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Sodium_Bisullfite_NaHSO3,kg,-0.0,Python,Waste Constituent Total Mass
482,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Inlet Constituent
483,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Outlet Constituent
484,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Lime_Suspension_CaOH_2,kg/m3,-0.0,Python,Waste Constituent
485,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Lime_Suspension_CaOH_2,kg,0.0,Python,Inlet Constituent Total Mass
486,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Lime_Suspension_CaOH_2,kg,0.0,Python,Outlet Constituent Total Mass
487,Carlsbad,TwoPassRO,ro_deep_scnd_pass,Lime_Suspension_CaOH_2,kg,-0.0,Python,Waste Constituent Total Mass
488,Carlsbad,TwoPassRO,lime_softening,Fixed Capital Investment (FCI),$MM,52.434,Python,Cost
489,Carlsbad,TwoPassRO,lime_softening,Land,$MM,0.079,Python,Cost
490,Carlsbad,TwoPassRO,lime_softening,Working Capital,$MM,2.622,Python,Cost
491,Carlsbad,TwoPassRO,lime_softening,Total Capital Investment (TCI),$MM,55.134,Python,Cost
492,Carlsbad,TwoPassRO,lime_softening,Catalysts and Chemicals,$MM/yr,0.774,Python,Annual Cost
493,Carlsbad,TwoPassRO,lime_softening,Electricity,$MM/yr,0.1,Python,Annual Cost
494,Carlsbad,TwoPassRO,lime_softening,Other Operating,$MM/yr,0.0,Python,Annual Cost
495,Carlsbad,TwoPassRO,lime_softening,Employee Salaries,$MM/yr,0.052,Python,Annual Cost
496,Carlsbad,TwoPassRO,lime_softening,Benefits,$MM/yr,0.047,Python,Annual Cost
497,Carlsbad,TwoPassRO,lime_softening,Maintenance,$MM/yr,0.419,Python,Annual Cost
498,Carlsbad,TwoPassRO,lime_softening,Laboratory,$MM/yr,0.157,Python,Annual Cost
499,Carlsbad,TwoPassRO,lime_softening,Insurance and Taxes,$MM/yr,0.105,Python,Annual Cost
500,Carlsbad,TwoPassRO,lime_softening,Total Fixed Operating ,$MM/yr,0.781,Python,Annual Cost
501,Carlsbad,TwoPassRO,lime_softening,Base Employee Salary,$MM/yr,0.052,Python,Annual Cost
502,Carlsbad,TwoPassRO,lime_softening,Electricity consumption,kWh/m3,0.01,Python,Electricity
503,Carlsbad,TwoPassRO,lime_softening,Total Unit Cost,$MM,56.789,Python,Cost
504,Carlsbad,TwoPassRO,lime_softening,Inlet Water,m3/s,2.37,Python,Water Flow
505,Carlsbad,TwoPassRO,lime_softening,Outlet Water,m3/s,2.37,Python,Water Flow
506,Carlsbad,TwoPassRO,lime_softening,Waste Water,m3/s,0.0,Python,Water Flow
507,Carlsbad,TwoPassRO,lime_softening,TDS,kg/m3,0.004,Python,Inlet Constituent
508,Carlsbad,TwoPassRO,lime_softening,TDS,kg/m3,0.004,Python,Outlet Constituent
509,Carlsbad,TwoPassRO,lime_softening,TDS,kg/m3,0.0,Python,Waste Constituent
510,Carlsbad,TwoPassRO,lime_softening,TDS,kg,0.01,Python,Inlet Constituent Total Mass
511,Carlsbad,TwoPassRO,lime_softening,TDS,kg,0.01,Python,Outlet Constituent Total Mass
512,Carlsbad,TwoPassRO,lime_softening,TDS,kg,0.0,Python,Waste Constituent Total Mass
513,Carlsbad,TwoPassRO,lime_softening,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Inlet Constituent
514,Carlsbad,TwoPassRO,lime_softening,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Outlet Constituent
515,Carlsbad,TwoPassRO,lime_softening,Aluminum_Al2_SO4_3,kg/m3,0.0,Python,Waste Constituent
516,Carlsbad,TwoPassRO,lime_softening,Aluminum_Al2_SO4_3,kg,0.0,Python,Inlet Constituent Total Mass
517,Carlsbad,TwoPassRO,lime_softening,Aluminum_Al2_SO4_3,kg,0.0,Python,Outlet Constituent Total Mass
518,Carlsbad,TwoPassRO,lime_softening,Aluminum_Al2_SO4_3,kg,0.0,Python,Waste Constituent Total Mass
519,Carlsbad,TwoPassRO,lime_softening,Anionic_Polymer,kg/m3,0.0,Python,Inlet Constituent
520,Carlsbad,TwoPassRO,lime_softening,Anionic_Polymer,kg/m3,0.0,Python,Outlet Constituent
521,Carlsbad,TwoPassRO,lime_softening,Anionic_Polymer,kg/m3,0.0,Python,Waste Constituent
522,Carlsbad,TwoPassRO,lime_softening,Anionic_Polymer,kg,0.0,Python,Inlet Constituent Total Mass
523,Carlsbad,TwoPassRO,lime_softening,Anionic_Polymer,kg,0.0,Python,Outlet Constituent Total Mass
524,Carlsbad,TwoPassRO,lime_softening,Anionic_Polymer,kg,0.0,Python,Waste Constituent Total Mass
525,Carlsbad,TwoPassRO,lime_softening,Cationic_Polymer,kg/m3,0.0,Python,Inlet Constituent
526,Carlsbad,TwoPassRO,lime_softening,Cationic_Polymer,kg/m3,0.0,Python,Outlet Constituent
527,Carlsbad,TwoPassRO,lime_softening,Cationic_Polymer,kg/m3,0.0,Python,Waste Constituent
528,Carlsbad,TwoPassRO,lime_softening,Cationic_Polymer,kg,0.0,Python,Inlet Constituent Total Mass
529,Carlsbad,TwoPassRO,lime_softening,Cationic_Polymer,kg,0.0,Python,Outlet Constituent Total Mass
530,Carlsbad,TwoPassRO,lime_softening,Cationic_Polymer,kg,0.0,Python,Waste Constituent Total Mass
531,Carlsbad,TwoPassRO,lime_softening,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Inlet Constituent
532,Carlsbad,TwoPassRO,lime_softening,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Outlet Constituent
533,Carlsbad,TwoPassRO,lime_softening,Sulphuric_Acid_H2SO4,kg/m3,0.0,Python,Waste Constituent
534,Carlsbad,TwoPassRO,lime_softening,Sulphuric_Acid_H2SO4,kg,0.0,Python,Inlet Constituent Total Mass
535,Carlsbad,TwoPassRO,lime_softening,Sulphuric_Acid_H2SO4,kg,0.0,Python,Outlet Constituent Total Mass
536,Carlsbad,TwoPassRO,lime_softening,Sulphuric_Acid_H2SO4,kg,0.0,Python,Waste Constituent Total Mass
537,Carlsbad,TwoPassRO,lime_softening,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Inlet Constituent
538,Carlsbad,TwoPassRO,lime_softening,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Outlet Constituent
539,Carlsbad,TwoPassRO,lime_softening,Sodium_Bisullfite_NaHSO3,kg/m3,0.0,Python,Waste Constituent
540,Carlsbad,TwoPassRO,lime_softening,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Inlet Constituent Total Mass
541,Carlsbad,TwoPassRO,lime_softening,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Outlet Constituent Total Mass
542,Carlsbad,TwoPassRO,lime_softening,Sodium_Bisullfite_NaHSO3,kg,0.0,Python,Waste Constituent Total Mass
543,Carlsbad,TwoPassRO,lime_softening,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Inlet Constituent
544,Carlsbad,TwoPassRO,lime_softening,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Outlet Constituent
545,Carlsbad,TwoPassRO,lime_softening,Lime_Suspension_CaOH_2,kg/m3,0.0,Python,Waste Constituent
546,Carlsbad,TwoPassRO,lime_softening,Lime_Suspension_CaOH_2,kg,0.0,Python,Inlet Constituent Total Mass
547,Carlsbad,TwoPassRO,lime_softening,Lime_Suspension_CaOH_2,kg,0.0,Python,Outlet Constituent Total Mass
548,Carlsbad,TwoPassRO,lime_softening,Lime_Suspension_CaOH_2,kg,0.0,Python,Waste Constituent Total Mass
549,Carlsbad,TwoPassRO,co2_addition,Fixed Capital Investment (FCI),$MM,7.704,Python,Cost
550,Carlsbad,TwoPassRO,co2_addition,Land,$MM,0.012,Python,Cost
551,Carlsbad,TwoPassRO,co2_addition,Working Capital,$MM,0.385,Python,Cost
552,Carlsbad,TwoPassRO,co2_addition,Total Capital Investment (TCI),$MM,8.101,Python,Cost
553,Carlsbad,TwoPassRO,co2_addition,Catalysts and Chemicals,$MM/yr,0.0,Python,Annual Cost
554,Carlsbad,TwoPassRO,co2_addition,Electricity,$MM/yr,0.1,Python,Annual Cost
555,Carlsbad,TwoPassRO,co2_addition,Other Operating,$MM/yr,0.0,Python,Annual Cost
556,Carlsbad,TwoPassRO,co2_addition,Employee Salaries,$MM/yr,0.008,Python,Annual Cost
557,Carlsbad,TwoPassRO,co2_addition,Benefits,$MM/yr,0.007,Python,Annual Cost
558,Carlsbad,TwoPassRO,co2_addition,Maintenance,$MM/yr,0.062,Python,Annual Cost
559,Carlsbad,TwoPassRO,co2_addition,Laboratory,$MM/yr,0.023,Python,Annual Cost
560,Carlsbad,TwoPassRO,co2_addition,Insurance and Taxes,$MM/yr,0.015,Python,Annual Cost
