unit_process,flow_in_mgd,flow_in,flow_in_avg_mgd,flow_in_avg,cap_direct,cap_other,cap_indirect,cap_total,labor,materials,other,electricity_annual,electricity_flow,tds_in,num_stage,radon_rem,ebct,capacity,Sodium_Chloride,Ion_Exchange_Resin,Acetic_Acid,Phosphoric_Acid,Iron_FeCl3,Cationic_Polymer,Activated_Carbon,Sand,Anthracite,Sodium_Hexametaphosphate
cation_exchange,2.152,339.4252566,0.819,129.1771771,878807.6382,11356.08641,549183.8539,1439347.579,134272.2109,27310.11509,589774.1775,149.4839374,0.132100552,1000,,,,,3.888783307,0.002195084,,,,,,,,
cation_exchange,22.614,3566.804253,11.066,1745.390283,4835208.633,57938.69067,2557255.137,7450402.46,498907.5642,143182.2594,4811669.693,1661.497908,0.108668366,1000,,,,,3.888783307,0.001766351,,,,,,,,
cation_exchange,75.072,11840.76806,37.536,5920.38403,13300795.57,239977.9625,6522530.024,20063303.56,805042.9605,365475.1217,15259489.56,4602.737252,0.088748741,1000,,,,,3.888783307,0.001828673,,,,,,,,
anion_exchange,0.305,48.10627476,0.094,14.82619615,59926.68381,15967.21387,29244.50584,105138.4035,13441.32936,564.3390473,1903.232594,0.076538908,0.000589316,50,,,,,0.164514124,0.001828877,,,,,,,,
anion_exchange,2.152,339.4252566,0.819,129.1771771,599722.7637,76166.32386,364648.079,1040537.167,57109.868,18077.1913,17852.35529,80.39383612,0.071044892,50,,,,,0.164514124,0.001778422,,,,,,,,
anion_exchange,22.614,3566.804253,11.066,1745.390283,2651995.789,89927.19517,1390860.188,4132783.172,140294.1179,50776.66184,238666.4991,1022.457614,0.066872668,50,,,,,0.164514124,0.00135973,,,,,,,,
anion_exchange,75.072,11840.76806,37.536,5920.38403,7877423.212,159138.2112,3922688.685,11959250.11,260801.4937,110739.8032,817591.9392,3463.206091,0.066776608,50,,,,,0.164514124,0.001362191,,,,,,,,
anion_exchange,0.305,48.10627476,0.094,14.82619615,59926.68381,15967.21387,29244.50584,105138.4035,24423.78539,564.3390473,3900.047356,0.11846082,0.000912097,100,,,,,0.3569819,0.001828877,,,,,,,,
anion_exchange,2.152,339.4252566,0.819,129.1771771,604768.7532,76264.46988,367801.664,1048834.887,92719.3413,18370.19458,38393.05163,84.14398493,0.074358938,100,,,,,0.3569819,0.001778422,,,,,,,,
anion_exchange,22.614,3566.804253,11.066,1745.390283,2716158.619,91422.47858,1429680.932,4237262.029,248310.0214,55392.9782,516330.2752,1060.104061,0.069334891,100,,,,,0.3569819,0.00135973,,,,,,,,
anion_exchange,75.072,11840.76806,37.536,5920.38403,8085719.075,168366.5785,4047980.741,12302066.39,441612.0307,125594.3656,1769334.648,3593.04739,0.069280173,100,,,,,0.3569819,0.001362191,,,,,,,,
anion_exchange,0.305,48.10627476,0.094,14.82619615,61601.97105,16055.50036,30272.33192,107929.8033,68271.35489,733.6407614,11859.57286,0.339225276,0.002611887,150,,,,,1.124179844,0.001828877,,,,,,,,
anion_exchange,2.152,339.4252566,0.819,129.1771771,624648.9264,76668.25398,380763.047,1082080.227,234714.5586,19657.5425,120270.5495,100.0726996,0.088435314,150,,,,,1.124179844,0.001778422,,,,,,,,
anion_exchange,22.614,3566.804253,11.066,1745.390283,2751036.163,99662.88504,1431092.793,4281791.84,671966.6778,63860.20729,1729835.72,1086.263277,0.071045805,150,,,,,1.124179844,0.00135973,,,,,,,,
anion_exchange,75.072,11840.76806,37.536,5920.38403,8422451.205,198243.226,4203177.242,12823871.67,1154743.153,171162.7333,6217298.097,3615.707504,0.069717099,150,,,,,1.124179844,0.001362191,,,,,,,,
fixed_bed_pressure_vessel,0.74,116.7168633,0.251,39.58909824,707912.9988,136060.8595,326092.5847,1170066.443,15373.85649,10244.78526,10117.03416,5.634517641,0.016247144,,,,,,,,0.049967579,0.004226595,0.009993516,0.004720974,0.0027181,0.003018666,0.003010219,
fixed_bed_pressure_vessel,2.152,339.4252566,0.819,129.1771771,1839110.891,225664.2299,1033663.502,3098438.623,34246.48992,40857.85431,10117.03416,95.62470541,0.084504574,,,,,,,,0.049967579,0.004226595,0.009993516,0.002992523,0.00242702,0.002690391,0.002682863,
fixed_bed_pressure_vessel,7.365,1161.648241,3.2,504.7215712,3966063.149,244272.2498,2184932.538,6395267.937,62976.18789,78154.46346,10117.03416,355.7630673,0.080464606,,,,,,,,0.049967579,0.004226595,0.009993516,0.002706369,0.002264775,0.002356567,0.002349973,
fixed_bed_pressure_vessel,22.614,3566.804253,11.066,1745.390283,9033047.014,405496.3616,4255040.204,13693583.58,112873.8485,158802.6578,10117.03416,1207.402718,0.078968791,,,,,,,,0.049967579,0.004226595,0.009993516,0.001931153,0.001976992,0.002092395,0.002086541,
fixed_bed_pressure_vessel,75.072,11840.76806,37.536,5920.38403,26438398.69,627899.6791,12220947.26,39287245.63,289208.7277,461310.093,10117.03416,4474.26057,0.086271488,,,,,,,,0.049967579,0.004226595,0.009993516,0.001873617,0.001839733,0.002047798,0.002042068,
fixed_bed_gravity_basin,0.74,116.7168633,0.251,39.58909824,952897.9979,138046.0158,572729.4392,1663673.453,19988.27486,21489.2405,10117.03416,8.143218688,0.023480989,,,,,,,,0.049967579,0.004226595,0.009993516,0.008630788,0.002721548,0.003018666,0.003010219,
fixed_bed_gravity_basin,2.152,339.4252566,0.819,129.1771771,2137275.88,227775.2385,1217633.725,3582684.844,40526.94417,52936.92749,10117.03416,98.32675168,0.086892401,,,,,,,,0.049967579,0.004226595,0.009993516,0.006373724,0.002405065,0.002690391,0.002682863,
fixed_bed_gravity_basin,7.365,1161.648241,3.2,504.7215712,4360004.278,250723.0488,2461715.94,7072443.267,77755.90035,106279.0413,10117.03416,364.0433712,0.082337401,,,,,,,,0.049967579,0.004226595,0.009993516,0.005631346,0.002111324,0.002356567,0.002349973,
fixed_bed_gravity_basin,22.614,3566.804253,11.066,1745.390283,9638718.803,419439.0611,4764176.162,14822334.03,119153.4571,202382.3756,10117.03416,1173.243542,0.076734649,,,,,,,,0.049967579,0.004226595,0.009993516,0.003465226,0.00187434,0.002092395,0.002086541,
fixed_bed_gravity_basin,75.072,11840.76806,37.536,5920.38403,21911909.61,613667.8033,10705250.75,33230828.17,255620.579,456288.9091,10117.03416,4077.146548,0.078614442,,,,,,,,0.049967579,0.004226595,0.009993516,0.002875372,0.00183247,0.002047798,0.002042068,
fluidized_bed,0.74,116.7168633,0.251,39.58909824,822847.763,136793.9769,492844.6852,1452486.425,20423.02602,13988.87738,10117.03416,16.97822067,0.048956736,,,,,,,,0.049967579,0.004226595,0.009993516,0.004028196,0.001209855,0.003018666,0.003010219,
fluidized_bed,2.152,339.4252566,0.819,129.1771771,1782654.677,224610.3611,1017090.034,3024355.073,35468.19958,36835.27807,10117.03416,130.9802076,0.115748608,,,,,,,,0.049967579,0.004226595,0.009993516,0.002469053,0.001067944,0.002690391,0.002682863,
fluidized_bed,7.365,1161.648241,3.2,504.7215712,3927097.549,243899.4614,2199601.43,6370598.441,65745.88305,77116.66381,10117.03416,482.0133021,0.109019215,,,,,,,,0.049967579,0.004226595,0.009993516,0.002216687,0.000934794,0.002356567,0.002349973,
fluidized_bed,22.614,3566.804253,11.066,1745.390283,9022147.752,403645.742,4296754.668,13722548.16,111570.0695,150718.552,10117.03416,1654.01677,0.108179071,,,,,,,,0.049967579,0.004226595,0.009993516,0.001495686,0.00083436,0.002092395,0.002086541,
fluidized_bed,75.072,11840.76806,37.536,5920.38403,25897480.97,611389.3156,12379425.74,38888296.03,283364.9161,437629.4529,10117.03416,5746.083923,0.110794443,,,,,,,,0.049967579,0.004226595,0.009993516,0.00134184,0.000808213,0.002047798,0.002042068,
multi_stage_bubble_aeration,0.74,116.7168633,0.251,39.58909824,237927.3332,16675.56172,109441.3813,364044.2763,20600.22729,2653.72954,3382.455096,98.2257853,0.283234266,,6,,,,,,,,,,,,,
multi_stage_bubble_aeration,2.152,339.4252566,0.819,129.1771771,531462.4348,41571.48569,353101.7666,926135.6871,20338.9369,12955.50858,7120.750003,322.9018207,0.285351788,,6,,,,,,,,,,,,,
multi_stage_bubble_aeration,7.365,1161.648241,3.2,504.7215712,1328821.173,49326.40267,833921.2712,2212068.847,51496.6417,33681.61999,22774.99571,1259.656952,0.284902536,,6,,,,,,,,,,,,,
multi_stage_bubble_aeration,22.614,3566.804253,11.066,1745.390283,3906268.957,106020.2902,2163491.945,6175781.192,127233.7352,92017.46667,76939.7355,4388.184481,0.287004177,,6,,,,,,,,,,,,,
multi_stage_bubble_aeration,75.072,11840.76806,37.536,5920.38403,11961161.23,246326.9494,6456716.852,18664205.03,435758.7116,291340.0715,260132.5954,15096.82321,0.291092881,,6,,,,,,,,,,,,,
packed_tower_aeration,0.74,116.7168633,0.251,39.58909824,304905.1298,2010.090592,186799.3192,493714.5396,25468.47629,7022.984137,4079.595189,13.57096868,0.039131918,,,0.9,,,,,,,,,,,,0.004996758
packed_tower_aeration,7.365,1161.648241,3.2,504.7215712,710250.3646,8050.133481,451626.997,1169927.495,34882.52669,16248.5845,15958.93584,170.3118796,0.038520239,,,0.9,,,,,,,,,,,,0.004996758
packed_tower_aeration,22.614,3566.804253,11.066,1745.390283,1524637.524,10994.8127,818898.2864,2354530.624,49709.75052,33261.02811,46974.20304,665.1247998,0.043501725,,,0.9,,,,,,,,,,,,0.004996758
packed_tower_aeration,75.072,11840.76806,37.536,5920.38403,4210182.244,40093.55301,2232437.361,6482713.157,131690.0967,93216.23307,155177.1701,2422.921111,0.046718113,,,0.9,,,,,,,,,,,,0.004996758
packed_tower_aeration,0.74,116.7168633,0.251,39.58909824,345438.3877,2010.090592,210014.4714,557462.9497,25580.92344,8401.673691,4279.385624,18.28003712,0.052710527,,,0.99,,,,,,,,,,,,0.004996758
packed_tower_aeration,7.365,1161.648241,3.2,504.7215712,1568216.879,9619.041601,885314.3785,2463150.299,55628.00609,35698.32019,20612.59394,229.2381466,0.05184787,,,0.99,,,,,,,,,,,,0.004996758
packed_tower_aeration,22.614,3566.804253,11.066,1745.390283,4268367.966,17309.29489,2098138.871,6383816.132,124338.7651,96268.83547,62185.73945,798.2327697,0.052207499,,,0.99,,,,,,,,,,,,0.004996758
packed_tower_aeration,75.072,11840.76806,37.536,5920.38403,13523511.39,80914.02288,6280882.301,19885307.71,422528.8672,309487.8901,209269.641,2745.004088,0.05292843,,,0.99,,,,,,,,,,,,0.004996758
gac_pressure_vessel,7.365,1161.648241,3.2,504.7215712,3653934.442,121431.2216,2329760.012,6105125.675,132655.5078,97308.59716,981347.6243,61.82543211,0.013983349,,,,30,,,,,,,,0.031726332,,,
gac_pressure_vessel,22.614,3566.804253,11.066,1745.390283,10785504.05,200199.4411,5782321.111,16768024.6,218689.9502,211714.3109,3029074.039,419.0209862,0.027405587,,,,30,,,,,,,,0.028058351,,,
gac_pressure_vessel,75.072,11840.76806,37.536,5920.38403,33499410.9,904191.4419,18040187.32,52443789.66,719551.7093,634214.8355,10052405.91,1396.076138,0.026918764,,,,30,,,,,,,,0.027485782,,,
gac_pressure_vessel,7.365,1161.648241,3.2,504.7215712,7063727.07,160340.143,4405646.188,11629713.4,242636.2513,182275.2561,1960792.129,177.4901925,0.040143791,,,,60,,,,,,,,0.063452664,,,
gac_pressure_vessel,22.614,3566.804253,11.066,1745.390283,20984408.12,314678.6644,11197398.88,32496485.66,413768.1525,411671.4778,6055915.45,940.6698565,0.061523434,,,,60,,,,,,,,0.056116702,,,
gac_pressure_vessel,75.072,11840.76806,37.536,5920.38403,66221737.51,1684144.703,35472223.41,103378105.6,1404100.158,1249021.449,20018420.23,2646.29605,0.051025168,,,,60,,,,,,,,0.054971563,,,
gac_gravity,7.365,1161.648241,3.2,504.7215712,3508926.243,107554.7227,2302056.008,5918536.974,161620.0603,61908.76531,969944.1685,263.0458019,0.059494306,,,,30,,,,,,,,0.031577521,,,
gac_gravity,22.614,3566.804253,11.066,1745.390283,9366902.945,186401.1282,5479319.946,15032624.02,434751.4641,146325.9341,2890574.804,1303.669134,0.085264986,,,,30,,,,,,,,0.028034998,,,
gac_gravity,75.072,11840.76806,37.536,5920.38403,25871016.44,830303.7695,15611660.52,42312980.73,650956.189,433593.1397,9599498.782,3988.870171,0.076912321,,,,30,,,,,,,,0.027432361,,,
gac_gravity,7.365,1161.648241,3.2,504.7215712,6244974.003,142768.372,4038124.893,10425867.27,287286.8716,104326.5648,1863520.522,332.7889816,0.075268449,,,,60,,,,,,,,0.063155042,,,
gac_gravity,22.614,3566.804253,11.066,1745.390283,17576483.01,282755.4489,10075335.57,27934574.03,821736.8963,271619.8098,5622790.376,1568.63456,0.102594746,,,,60,,,,,,,,0.056069997,,,
gac_gravity,75.072,11840.76806,37.536,5920.38403,48839439.84,1503057.289,29377225.13,79719722.25,1213557.471,816085.0252,18676944.9,4853.272534,0.093579495,,,,60,,,,,,,,0.054864722,,,
holding_tank,,,,,,,,0.151967998,,,,,,,,,,191.2,,,,,,,,,,
holding_tank,,,,,,,,0.197927546,,,,,,,,,,375.6,,,,,,,,,,
holding_tank,,,,,,,,0.366661915,,,,,,,,,,1100.1,,,,,,,,,,
holding_tank,,,,,,,,0.780071937,,,,,,,,,,3030.0,,,,,,,,,,
holding_tank,,,,,,,,1.745265206,,,,,,,,,,8806.0,,,,,,,,,,
holding_tank,,,,,,,,2.643560777,,,,,,,,,,16908.8,,,,,,,,,,
holding_tank,,,,,,,,4.656835949,,,,,,,,,,29610.6,,,,,,,,,,
holding_tank,,,,,,,,6.8784383,,,,,,,,,,37854.1,,,,,,,,,,
