Case Study,Scenario,Unit Process Name,Variable,Unit,Value
Carlsbad,Baseline,coag_and_floc,Consumer_Price_Index,,1
Carlsbad,Baseline,coag_and_floc,Grid_Electricity,kWh,0.005077502
Carlsbad,Baseline,coag_and_floc,Inlet Water,m3/hr,18232.0442
Carlsbad,Baseline,coag_and_floc,Outlet Water,m3/hr,18232.0442
Carlsbad,Baseline,tri_media_filtration,Fixed Capital Investment (FCI),$MM,13.16290412
Carlsbad,Baseline,tri_media_filtration,Land_Cost,$MM,0.019744356
Carlsbad,Baseline,tri_media_filtration,Working Capital,$MM,0.658145206
Carlsbad,Baseline,tri_media_filtration,Total Capital Investment (TCI),$MM,13.84079368
Carlsbad,Baseline,tri_media_filtration,Catalysts and Chemicals,$MM/yr,0
Carlsbad,Baseline,tri_media_filtration,Electricity,$MM/yr,4.240259181
Carlsbad,Baseline,tri_media_filtration,Fuel and Other Utilities,$MM/yr,0
Carlsbad,Baseline,tri_media_filtration,Replacement Parts,$MM/yr,1.26232091
Carlsbad,Baseline,tri_media_filtration,Other Operating Costs,$MM/yr,0
Carlsbad,Baseline,tri_media_filtration,Total Variable Operating Costs,$MM/yr,5.502580091
Carlsbad,Baseline,tri_media_filtration,Employee Salaries,$MM/yr,0.016173532
Carlsbad,Baseline,tri_media_filtration,Benefits,$MM/yr,0.014556179
Carlsbad,Baseline,tri_media_filtration,Maintenance,$MM/yr,0.105303233
Carlsbad,Baseline,tri_media_filtration,Laboratory,$MM/yr,0.035101078
Carlsbad,Baseline,tri_media_filtration,Insurance and Taxes,$MM/yr,0.024570754
Carlsbad,Baseline,tri_media_filtration,Total Fixed Operating Costs,$MM/yr,0.195704776
Carlsbad,Baseline,tri_media_filtration,Capacity_Basis_for_Fixed_Capital_Cost,,4731.764235
Carlsbad,Baseline,tri_media_filtration,Base_Fixed_Capital_Cost,$MM,5.5
Carlsbad,Baseline,tri_media_filtration,Capital_Scaling_Exponent,,0.5862
Carlsbad,Baseline,tri_media_filtration,Base_Employee_Salary_Cost,$MM/yr,0.0055
Carlsbad,Baseline,tri_media_filtration,Fixed_Op_Cost_Scaling_Exponent,,0.7
Carlsbad,Baseline,tri_media_filtration,Basis_Year,,2014
Carlsbad,Baseline,tri_media_filtration,Capital_and_Replacement_Parts,,1.085390154
Carlsbad,Baseline,tri_media_filtration,Catalysts_and_Chemicals,,1.094884618
Carlsbad,Baseline,tri_media_filtration,Labor_and_Other_Fixed_Costs,,1.143861925
Carlsbad,Baseline,tri_media_filtration,Consumer_Price_Index,,1.102458561
Carlsbad,Baseline,tri_media_filtration,Grid_Electricity,kWh,0.1981
Carlsbad,Baseline,tri_media_filtration,Inlet Water,m3/hr,18232
Carlsbad,Baseline,tri_media_filtration,Outlet Water,m3/hr,16409
Carlsbad,Baseline,sulfuric_acid_addition,Fixed Capital Investment (FCI),$MM,0.373431154
Carlsbad,Baseline,sulfuric_acid_addition,Land_Cost,$MM,0.000560147
Carlsbad,Baseline,sulfuric_acid_addition,Working Capital,$MM,0.018671558
Carlsbad,Baseline,sulfuric_acid_addition,Total Capital Investment (TCI),$MM,0.392662858
Carlsbad,Baseline,sulfuric_acid_addition,Catalysts and Chemicals,$MM/yr,0.172489724
Carlsbad,Baseline,sulfuric_acid_addition,Electricity,$MM/yr,1.11E-05
Carlsbad,Baseline,sulfuric_acid_addition,Fuel and Other Utilities,$MM/yr,0
Carlsbad,Baseline,sulfuric_acid_addition,Replacement Parts,$MM/yr,0
Carlsbad,Baseline,sulfuric_acid_addition,Other Operating Costs,$MM/yr,0
Carlsbad,Baseline,sulfuric_acid_addition,Total Variable Operating Costs,$MM/yr,0.172500797
Carlsbad,Baseline,sulfuric_acid_addition,Employee Salaries,$MM/yr,0.000410902
Carlsbad,Baseline,sulfuric_acid_addition,Benefits,$MM/yr,0.000369812
Carlsbad,Baseline,sulfuric_acid_addition,Maintenance,$MM/yr,0.002987449
Carlsbad,Baseline,sulfuric_acid_addition,Laboratory,$MM/yr,0.000995816
Carlsbad,Baseline,sulfuric_acid_addition,Insurance and Taxes,$MM/yr,0.000697071
Carlsbad,Baseline,sulfuric_acid_addition,Total Fixed Operating Costs,$MM/yr,0.00546105
Carlsbad,Baseline,sulfuric_acid_addition,Capacity_Basis_for_Fixed_Capital_Cost,,10000
Carlsbad,Baseline,sulfuric_acid_addition,Base_Fixed_Capital_Cost,$MM,0.231057593
Carlsbad,Baseline,sulfuric_acid_addition,Capital_Scaling_Exponent,,0.6179
Carlsbad,Baseline,sulfuric_acid_addition,Base_Employee_Salary_Cost,$MM/yr,0.000231058
Carlsbad,Baseline,sulfuric_acid_addition,Fixed_Op_Cost_Scaling_Exponent,,0.7
Carlsbad,Baseline,sulfuric_acid_addition,Basis_Year,,2007
Carlsbad,Baseline,sulfuric_acid_addition,Capital_and_Replacement_Parts,,1.190128031
Carlsbad,Baseline,sulfuric_acid_addition,Catalysts_and_Chemicals,,1.44979311
Carlsbad,Baseline,sulfuric_acid_addition,Labor_and_Other_Fixed_Costs,,1.257370474
Carlsbad,Baseline,sulfuric_acid_addition,Consumer_Price_Index,,1.258749457
Carlsbad,Baseline,sulfuric_acid_addition,Grid_Electricity,kWh,0
Carlsbad,Baseline,sulfuric_acid_addition,Inlet Water,m3/hr,16409
Carlsbad,Baseline,sulfuric_acid_addition,Outlet Water,m3/hr,16409
Carlsbad,Baseline,sodium_bisulfite_addition,Fixed Capital Investment (FCI),$MM,0.418717586
Carlsbad,Baseline,sodium_bisulfite_addition,Land_Cost,$MM,0.000628076
Carlsbad,Baseline,sodium_bisulfite_addition,Working Capital,$MM,0.020935879
Carlsbad,Baseline,sodium_bisulfite_addition,Total Capital Investment (TCI),$MM,0.440281542
Carlsbad,Baseline,sodium_bisulfite_addition,Catalysts and Chemicals,$MM/yr,0.517469171
Carlsbad,Baseline,sodium_bisulfite_addition,Electricity,$MM/yr,1.33E-05
Carlsbad,Baseline,sodium_bisulfite_addition,Fuel and Other Utilities,$MM/yr,0
Carlsbad,Baseline,sodium_bisulfite_addition,Replacement Parts,$MM/yr,0
Carlsbad,Baseline,sodium_bisulfite_addition,Other Operating Costs,$MM/yr,0
Carlsbad,Baseline,sodium_bisulfite_addition,Total Variable Operating Costs,$MM/yr,0.517482498
Carlsbad,Baseline,sodium_bisulfite_addition,Employee Salaries,$MM/yr,0.000460732
Carlsbad,Baseline,sodium_bisulfite_addition,Benefits,$MM/yr,0.000414659
Carlsbad,Baseline,sodium_bisulfite_addition,Maintenance,$MM/yr,0.003349741
Carlsbad,Baseline,sodium_bisulfite_addition,Laboratory,$MM/yr,0.00111658
Carlsbad,Baseline,sodium_bisulfite_addition,Insurance and Taxes,$MM/yr,0.000781606
Carlsbad,Baseline,sodium_bisulfite_addition,Total Fixed Operating Costs,$MM/yr,0.006123318
Carlsbad,Baseline,sodium_bisulfite_addition,Capacity_Basis_for_Fixed_Capital_Cost,,10000
Carlsbad,Baseline,sodium_bisulfite_addition,Base_Fixed_Capital_Cost,$MM,0.259078217
Carlsbad,Baseline,sodium_bisulfite_addition,Capital_Scaling_Exponent,,0.6179
Carlsbad,Baseline,sodium_bisulfite_addition,Base_Employee_Salary_Cost,$MM/yr,0.000259078
Carlsbad,Baseline,sodium_bisulfite_addition,Fixed_Op_Cost_Scaling_Exponent,,0.7
Carlsbad,Baseline,sodium_bisulfite_addition,Basis_Year,,2007
Carlsbad,Baseline,sodium_bisulfite_addition,Capital_and_Replacement_Parts,,1.190128031
Carlsbad,Baseline,sodium_bisulfite_addition,Catalysts_and_Chemicals,,1.44979311
Carlsbad,Baseline,sodium_bisulfite_addition,Labor_and_Other_Fixed_Costs,,1.257370474
Carlsbad,Baseline,sodium_bisulfite_addition,Consumer_Price_Index,,1.258749457
Carlsbad,Baseline,sodium_bisulfite_addition,Grid_Electricity,kWh,0
Carlsbad,Baseline,sodium_bisulfite_addition,Inlet Water,m3/hr,16409
Carlsbad,Baseline,sodium_bisulfite_addition,Outlet Water,m3/hr,16409
Carlsbad,Baseline,cartridge_filtration,Fixed Capital Investment (FCI),$MM,12.37452897
Carlsbad,Baseline,cartridge_filtration,Land_Cost,$MM,0.018561793
Carlsbad,Baseline,cartridge_filtration,Working Capital,$MM,0.618726449
Carlsbad,Baseline,cartridge_filtration,Total Capital Investment (TCI),$MM,13.01181721
Carlsbad,Baseline,cartridge_filtration,Catalysts and Chemicals,$MM/yr,0
Carlsbad,Baseline,cartridge_filtration,Electricity,$MM/yr,0
Carlsbad,Baseline,cartridge_filtration,Fuel and Other Utilities,$MM/yr,0
Carlsbad,Baseline,cartridge_filtration,Replacement Parts,$MM/yr,0.143741436
Carlsbad,Baseline,cartridge_filtration,Other Operating Costs,$MM/yr,0
Carlsbad,Baseline,cartridge_filtration,Total Variable Operating Costs,$MM/yr,0.143741436
Carlsbad,Baseline,cartridge_filtration,Employee Salaries,$MM/yr,0.015023622
Carlsbad,Baseline,cartridge_filtration,Benefits,$MM/yr,0.013521259
Carlsbad,Baseline,cartridge_filtration,Maintenance,$MM/yr,0.098996232
Carlsbad,Baseline,cartridge_filtration,Laboratory,$MM/yr,0.032998744
Carlsbad,Baseline,cartridge_filtration,Insurance and Taxes,$MM/yr,0.023099121
Carlsbad,Baseline,cartridge_filtration,Total Fixed Operating Costs,$MM/yr,0.183638978
Carlsbad,Baseline,cartridge_filtration,Capacity_Basis_for_Fixed_Capital_Cost,,4731.764235
Carlsbad,Baseline,cartridge_filtration,Base_Fixed_Capital_Cost,$MM,5.5
Carlsbad,Baseline,cartridge_filtration,Capital_Scaling_Exponent,,0.5862
Carlsbad,Baseline,cartridge_filtration,Base_Employee_Salary_Cost,$MM/yr,0.0055
Carlsbad,Baseline,cartridge_filtration,Fixed_Op_Cost_Scaling_Exponent,,0.7
Carlsbad,Baseline,cartridge_filtration,Basis_Year,,2014
Carlsbad,Baseline,cartridge_filtration,Capital_and_Replacement_Parts,,1.085390154
Carlsbad,Baseline,cartridge_filtration,Catalysts_and_Chemicals,,1.094884618
Carlsbad,Baseline,cartridge_filtration,Labor_and_Other_Fixed_Costs,,1.143861925
Carlsbad,Baseline,cartridge_filtration,Consumer_Price_Index,,1.102458561
Carlsbad,Baseline,cartridge_filtration,Grid_Electricity,kWh,0
Carlsbad,Baseline,cartridge_filtration,Inlet Water,m3/hr,16409
Carlsbad,Baseline,cartridge_filtration,Outlet Water,m3/hr,16409
Carlsbad,Baseline,ro_deep,Fixed Capital Investment (FCI),$MM,265.5470507
Carlsbad,Baseline,ro_deep,Land_Cost,$MM,0.398320576
Carlsbad,Baseline,ro_deep,Working Capital,$MM,13.27735254
Carlsbad,Baseline,ro_deep,Total Capital Investment (TCI),$MM,279.2227238
Carlsbad,Baseline,ro_deep,Catalysts and Chemicals,$MM/yr,0
Carlsbad,Baseline,ro_deep,Electricity,$MM/yr,31.73089461
Carlsbad,Baseline,ro_deep,Fuel and Other Utilities,$MM/yr,0
Carlsbad,Baseline,ro_deep,Replacement Parts,$MM/yr,2.874828729
Carlsbad,Baseline,ro_deep,Other Operating Costs,$MM/yr,0
Carlsbad,Baseline,ro_deep,Total Variable Operating Costs,$MM/yr,34.60572334
Carlsbad,Baseline,ro_deep,Employee Salaries,$MM/yr,0.276953028
Carlsbad,Baseline,ro_deep,Benefits,$MM/yr,0.249257725
Carlsbad,Baseline,ro_deep,Maintenance,$MM/yr,2.124376406
Carlsbad,Baseline,ro_deep,Laboratory,$MM/yr,0.708125469
Carlsbad,Baseline,ro_deep,Insurance and Taxes,$MM/yr,0.495687828
Carlsbad,Baseline,ro_deep,Total Fixed Operating Costs,$MM/yr,3.854400455
Carlsbad,Baseline,ro_deep,Capacity_Basis_for_Fixed_Capital_Cost,,7914.33892
Carlsbad,Baseline,ro_deep,Base_Fixed_Capital_Cost,$MM,132.2143513
Carlsbad,Baseline,ro_deep,Capital_Scaling_Exponent,,0.7177
Carlsbad,Baseline,ro_deep,Base_Employee_Salary_Cost,$MM/yr,0.132214351
Carlsbad,Baseline,ro_deep,Fixed_Op_Cost_Scaling_Exponent,,0.7
Carlsbad,Baseline,ro_deep,Basis_Year,,2007
Carlsbad,Baseline,ro_deep,Capital_and_Replacement_Parts,,1.190128031
Carlsbad,Baseline,ro_deep,Catalysts_and_Chemicals,,1.44979311
Carlsbad,Baseline,ro_deep,Labor_and_Other_Fixed_Costs,,1.257370474
Carlsbad,Baseline,ro_deep,Consumer_Price_Index,,1.258749457
Carlsbad,Baseline,ro_deep,Grid_Electricity,kWh,1.6474
Carlsbad,Baseline,ro_deep,Inlet Water,m3/hr,16409
Carlsbad,Baseline,ro_deep,Outlet Water,m3/hr,8639
Carlsbad,Baseline,lime_softening,Fixed Capital Investment (FCI),$MM,51.96081587
Carlsbad,Baseline,lime_softening,Land_Cost,$MM,0.077941224
Carlsbad,Baseline,lime_softening,Working Capital,$MM,2.598040794
Carlsbad,Baseline,lime_softening,Total Capital Investment (TCI),$MM,54.63679789
Carlsbad,Baseline,lime_softening,Catalysts and Chemicals,$MM/yr,0.78324286
Carlsbad,Baseline,lime_softening,Electricity,$MM/yr,0.101405356
Carlsbad,Baseline,lime_softening,Fuel and Other Utilities,$MM/yr,0
Carlsbad,Baseline,lime_softening,Replacement Parts,$MM/yr,0
Carlsbad,Baseline,lime_softening,Other Operating Costs,$MM/yr,0
Carlsbad,Baseline,lime_softening,Total Variable Operating Costs,$MM/yr,0.884648215
Carlsbad,Baseline,lime_softening,Employee Salaries,$MM/yr,0.049326049
Carlsbad,Baseline,lime_softening,Benefits,$MM/yr,0.044393444
Carlsbad,Baseline,lime_softening,Maintenance,$MM/yr,0.415686527
Carlsbad,Baseline,lime_softening,Laboratory,$MM/yr,0.138562176
Carlsbad,Baseline,lime_softening,Insurance and Taxes,$MM/yr,0.096993523
Carlsbad,Baseline,lime_softening,Total Fixed Operating Costs,$MM/yr,0.744961719
Carlsbad,Baseline,lime_softening,Capacity_Basis_for_Fixed_Capital_Cost,,1577.25491
Carlsbad,Baseline,lime_softening,Base_Fixed_Capital_Cost,$MM,15
Carlsbad,Baseline,lime_softening,Capital_Scaling_Exponent,,0.7306
Carlsbad,Baseline,lime_softening,Base_Employee_Salary_Cost,$MM/yr,0.015
Carlsbad,Baseline,lime_softening,Fixed_Op_Cost_Scaling_Exponent,,0.7
Carlsbad,Baseline,lime_softening,Basis_Year,,2020
Carlsbad,Baseline,lime_softening,Capital_and_Replacement_Parts,,1
Carlsbad,Baseline,lime_softening,Catalysts_and_Chemicals,,1
Carlsbad,Baseline,lime_softening,Labor_and_Other_Fixed_Costs,,1
Carlsbad,Baseline,lime_softening,Consumer_Price_Index,,1
Carlsbad,Baseline,lime_softening,Grid_Electricity,kWh,0.01
Carlsbad,Baseline,lime_softening,Inlet Water,m3/hr,8639
Carlsbad,Baseline,lime_softening,Outlet Water,m3/hr,8639
Carlsbad,Baseline,co2_addition,Fixed Capital Investment (FCI),$MM,7.767103773
Carlsbad,Baseline,co2_addition,Land_Cost,$MM,0.011650656
Carlsbad,Baseline,co2_addition,Working Capital,$MM,0.388355189
Carlsbad,Baseline,co2_addition,Total Capital Investment (TCI),$MM,8.167109618
Carlsbad,Baseline,co2_addition,Catalysts and Chemicals,$MM/yr,0
Carlsbad,Baseline,co2_addition,Electricity,$MM/yr,0.101405356
Carlsbad,Baseline,co2_addition,Fuel and Other Utilities,$MM/yr,0
Carlsbad,Baseline,co2_addition,Replacement Parts,$MM/yr,0
Carlsbad,Baseline,co2_addition,Other Operating Costs,$MM/yr,0
Carlsbad,Baseline,co2_addition,Total Variable Operating Costs,$MM/yr,0.101405356
Carlsbad,Baseline,co2_addition,Employee Salaries,$MM/yr,0.007763773
Carlsbad,Baseline,co2_addition,Benefits,$MM/yr,0.006987396
Carlsbad,Baseline,co2_addition,Maintenance,$MM/yr,0.06213683
Carlsbad,Baseline,co2_addition,Laboratory,$MM/yr,0.020712277
Carlsbad,Baseline,co2_addition,Insurance and Taxes,$MM/yr,0.014498594
Carlsbad,Baseline,co2_addition,Total Fixed Operating Costs,$MM/yr,0.11209887
Carlsbad,Baseline,co2_addition,Capacity_Basis_for_Fixed_Capital_Cost,,2271.246833
Carlsbad,Baseline,co2_addition,Base_Fixed_Capital_Cost,$MM,3
Carlsbad,Baseline,co2_addition,Capital_Scaling_Exponent,,0.7
Carlsbad,Baseline,co2_addition,Base_Employee_Salary_Cost,$MM/yr,0.003
Carlsbad,Baseline,co2_addition,Fixed_Op_Cost_Scaling_Exponent,,0.7
Carlsbad,Baseline,co2_addition,Basis_Year,,2019
Carlsbad,Baseline,co2_addition,Capital_and_Replacement_Parts,,1.016263894
Carlsbad,Baseline,co2_addition,Catalysts_and_Chemicals,,1.022155143
Carlsbad,Baseline,co2_addition,Labor_and_Other_Fixed_Costs,,1.015828148
Carlsbad,Baseline,co2_addition,Consumer_Price_Index,,1.020866356
Carlsbad,Baseline,co2_addition,Grid_Electricity,kWh,0.01
Carlsbad,Baseline,co2_addition,Inlet Water,m3/hr,8639
Carlsbad,Baseline,co2_addition,Outlet Water,m3/hr,8639
Carlsbad,Baseline,chlorination_twb,Fixed Capital Investment (FCI),$MM,3.530539282
Carlsbad,Baseline,chlorination_twb,Land_Cost,$MM,0.005295809
Carlsbad,Baseline,chlorination_twb,Working Capital,$MM,0.176526964
Carlsbad,Baseline,chlorination_twb,Total Capital Investment (TCI),$MM,3.712362055
Carlsbad,Baseline,chlorination_twb,Catalysts and Chemicals,$MM/yr,0.257297171
Carlsbad,Baseline,chlorination_twb,Electricity,$MM/yr,5.77E-05
Carlsbad,Baseline,chlorination_twb,Fuel and Other Utilities,$MM/yr,0
Carlsbad,Baseline,chlorination_twb,Replacement Parts,$MM/yr,0
Carlsbad,Baseline,chlorination_twb,Other Operating Costs,$MM/yr,0
Carlsbad,Baseline,chlorination_twb,Total Variable Operating Costs,$MM/yr,0.257354859
Carlsbad,Baseline,chlorination_twb,Employee Salaries,$MM/yr,0.00365016
Carlsbad,Baseline,chlorination_twb,Benefits,$MM/yr,0.003285144
Carlsbad,Baseline,chlorination_twb,Maintenance,$MM/yr,0.028244314
Carlsbad,Baseline,chlorination_twb,Laboratory,$MM/yr,0.009414771
Carlsbad,Baseline,chlorination_twb,Insurance and Taxes,$MM/yr,0.00659034
Carlsbad,Baseline,chlorination_twb,Total Fixed Operating Costs,$MM/yr,0.051184729
Carlsbad,Baseline,chlorination_twb,Capacity_Basis_for_Fixed_Capital_Cost,,10000
Carlsbad,Baseline,chlorination_twb,Base_Fixed_Capital_Cost,$MM,3.216119827
Carlsbad,Baseline,chlorination_twb,Capital_Scaling_Exponent,,0.5521
Carlsbad,Baseline,chlorination_twb,Base_Employee_Salary_Cost,$MM/yr,0.00321612
Carlsbad,Baseline,chlorination_twb,Fixed_Op_Cost_Scaling_Exponent,,0.7
Carlsbad,Baseline,chlorination_twb,Basis_Year,,2007
Carlsbad,Baseline,chlorination_twb,Capital_and_Replacement_Parts,,1.190128031
Carlsbad,Baseline,chlorination_twb,Catalysts_and_Chemicals,,1.44979311
Carlsbad,Baseline,chlorination_twb,Labor_and_Other_Fixed_Costs,,1.257370474
Carlsbad,Baseline,chlorination_twb,Consumer_Price_Index,,1.258749457
Carlsbad,Baseline,chlorination_twb,Grid_Electricity,kWh,0
Carlsbad,Baseline,chlorination_twb,Inlet Water,m3/hr,8639
Carlsbad,Baseline,chlorination_twb,Outlet Water,m3/hr,8639
Carlsbad,Baseline,ammonia_addition,Fixed Capital Investment (FCI),$MM,0.810622014
Carlsbad,Baseline,ammonia_addition,Land_Cost,$MM,0.001215933
Carlsbad,Baseline,ammonia_addition,Working Capital,$MM,0.040531101
Carlsbad,Baseline,ammonia_addition,Total Capital Investment (TCI),$MM,0.852369048
Carlsbad,Baseline,ammonia_addition,Catalysts and Chemicals,$MM/yr,0
Carlsbad,Baseline,ammonia_addition,Electricity,$MM/yr,1.15E-05
Carlsbad,Baseline,ammonia_addition,Fuel and Other Utilities,$MM/yr,0
Carlsbad,Baseline,ammonia_addition,Replacement Parts,$MM/yr,0
Carlsbad,Baseline,ammonia_addition,Other Operating Costs,$MM/yr,0
Carlsbad,Baseline,ammonia_addition,Total Variable Operating Costs,$MM/yr,1.15E-05
Carlsbad,Baseline,ammonia_addition,Employee Salaries,$MM/yr,0.000822272
Carlsbad,Baseline,ammonia_addition,Benefits,$MM/yr,0.000740044
Carlsbad,Baseline,ammonia_addition,Maintenance,$MM/yr,0.006484976
Carlsbad,Baseline,ammonia_addition,Laboratory,$MM/yr,0.002161659
Carlsbad,Baseline,ammonia_addition,Insurance and Taxes,$MM/yr,0.001513161
Carlsbad,Baseline,ammonia_addition,Total Fixed Operating Costs,$MM/yr,0.011722112
Carlsbad,Baseline,ammonia_addition,Capacity_Basis_for_Fixed_Capital_Cost,,10000
Carlsbad,Baseline,ammonia_addition,Base_Fixed_Capital_Cost,$MM,0.724495372
Carlsbad,Baseline,ammonia_addition,Capital_Scaling_Exponent,,0.4219
Carlsbad,Baseline,ammonia_addition,Base_Employee_Salary_Cost,$MM/yr,0.000724495
Carlsbad,Baseline,ammonia_addition,Fixed_Op_Cost_Scaling_Exponent,,0.7
Carlsbad,Baseline,ammonia_addition,Basis_Year,,2007
Carlsbad,Baseline,ammonia_addition,Capital_and_Replacement_Parts,,1.190128031
Carlsbad,Baseline,ammonia_addition,Catalysts_and_Chemicals,,1.44979311
Carlsbad,Baseline,ammonia_addition,Labor_and_Other_Fixed_Costs,,1.257370474
Carlsbad,Baseline,ammonia_addition,Consumer_Price_Index,,1.258749457
Carlsbad,Baseline,ammonia_addition,Grid_Electricity,kWh,0
Carlsbad,Baseline,ammonia_addition,Inlet Water,m3/hr,8639
Carlsbad,Baseline,ammonia_addition,Outlet Water,m3/hr,8639
Carlsbad,Baseline,treated_storage_24_hr,Fixed Capital Investment (FCI),$MM,36.56378852
Carlsbad,Baseline,treated_storage_24_hr,Land_Cost,$MM,0.054845683
Carlsbad,Baseline,treated_storage_24_hr,Working Capital,$MM,1.828189426
Carlsbad,Baseline,treated_storage_24_hr,Total Capital Investment (TCI),$MM,38.44682363
Carlsbad,Baseline,treated_storage_24_hr,Catalysts and Chemicals,$MM/yr,0
Carlsbad,Baseline,treated_storage_24_hr,Electricity,$MM/yr,0
Carlsbad,Baseline,treated_storage_24_hr,Fuel and Other Utilities,$MM/yr,0
Carlsbad,Baseline,treated_storage_24_hr,Replacement Parts,$MM/yr,0
Carlsbad,Baseline,treated_storage_24_hr,Other Operating Costs,$MM/yr,0
Carlsbad,Baseline,treated_storage_24_hr,Total Variable Operating Costs,$MM/yr,0
Carlsbad,Baseline,treated_storage_24_hr,Employee Salaries,$MM/yr,0.030941175
Carlsbad,Baseline,treated_storage_24_hr,Benefits,$MM/yr,0.027847057
Carlsbad,Baseline,treated_storage_24_hr,Maintenance,$MM/yr,0.292510308
Carlsbad,Baseline,treated_storage_24_hr,Laboratory,$MM/yr,0.097503436
Carlsbad,Baseline,treated_storage_24_hr,Insurance and Taxes,$MM/yr,0.068252405
Carlsbad,Baseline,treated_storage_24_hr,Total Fixed Operating Costs,$MM/yr,0.517054382
