unit_process,case_study,scenario,units,value,constituent,calculation_type,reference,data_reference,constituent_longform
iron_and_manganese_removal,default,baseline,kg/m3,0.9,iron,fractional_constituent_removal,nawi,"(1) https://onlinelibrary.wiley.com/doi/pdf/10.1002/9780470260036.ch5, (2) Cost Estimating Manual for Water Treatment Facilities (McGivney/Kawamura), (3) https://www.lenntech.com/schema-of-an-iron-removal-system.htm, (4) https://www.osti.gov/servlets/purl/797810/",Iron
iron_and_manganese_removal,default,baseline,kg/m3,0.9,manganese,fractional_constituent_removal,nawi,"(1) https://onlinelibrary.wiley.com/doi/pdf/10.1002/9780470260036.ch5, (2) Cost Estimating Manual for Water Treatment Facilities (McGivney/Kawamura), (3) https://www.lenntech.com/schema-of-an-iron-removal-system.htm, (4) https://www.osti.gov/servlets/purl/797810/",Manganese
mbr_nitrification,default,baseline,kg/m3,0.5,tss,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Suspended Solids (TSS)
mbr_nitrification,default,baseline,kg/m3,0.6,nonvolatile_toc,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Nonvolatile TOC
mbr_nitrification,default,baseline,kg/m3,0.70854,toc,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Organic Carbon (TOC)
mbr_nitrification,default,baseline,kg/m3,0.88,eeq,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Estradiol Equivalency (EEQ)
mbr_nitrification,default,baseline,kg/m3,0.99,viruses_enteric,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Viruses (enteric)
mbr_nitrification,default,baseline,kg/m3,0.998798,total_coliforms_fecal_ecoli,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Coliforms (including fecal coliform and� E. Coli)
mbr_nitrification,default,baseline,kg/m3,0.9999,cryptosporidium,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Cryptosporidium
mbr_nitrification,default,baseline,%,70,ultraviolet_transmittance_uvt,absolute_value,nawi,Texas Water Development Board IT3PR User Manual,Ultraviolet Transmittance (UVT)
media_filtration,default,baseline,kg/m3,0.2,nonvolatile_toc,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Nonvolatile TOC
media_filtration,default,baseline,kg/m3,0.5,tss,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Suspended Solids (TSS)
media_filtration,default,baseline,%,70,ultraviolet_transmittance_uvt,absolute_value,nawi,Texas Water Development Board IT3PR User Manual,Ultraviolet Transmittance (UVT)
microfiltration,default,baseline,kg/m3,0.1,toc,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Organic Carbon (TOC)
microfiltration,default,baseline,kg/m3,0.3,eeq,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Estradiol Equivalency (EEQ)
microfiltration,default,baseline,kg/m3,0.97,tss,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Suspended Solids (TSS)
microfiltration,default,baseline,kg/m3,0.999,cryptosporidium,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Cryptosporidium
microfiltration,default,baseline,%,75,ultraviolet_transmittance_uvt,absolute_value,nawi,Texas Water Development Board IT3PR User Manual,Ultraviolet Transmittance (UVT)
nano_filtration,default,baseline,kg/m3,0.05,ndma,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,N-nitrosodimethylamine (NDMA)
nano_filtration,default,baseline,kg/m3,0.75,eeq,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Estradiol Equivalency (EEQ)
nano_filtration,default,baseline,kg/m3,0.75,toc,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Organic Carbon (TOC)
nano_filtration,default,baseline,kg/m3,0.8,endothall,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Endothall
nano_filtration,default,baseline,kg/m3,0.8,endrin,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Endrin
nano_filtration,default,baseline,kg/m3,0.8,iron,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Iron
nano_filtration,default,baseline,kg/m3,0.8,manganese,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Manganese
nano_filtration,default,baseline,kg/m3,0.9,perfluorooctane_sulfonate_pfos,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Perfluorooctane sulfonate (PFOS)
nano_filtration,default,baseline,kg/m3,0.9,perfluorootanoate_pfoa,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Perfluorootanoate (PFOA)
nano_filtration,default,baseline,kg/m3,0.93,nonvolatile_toc,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Nonvolatile TOC
nano_filtration,default,baseline,kg/m3,0.97,hardness,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Hardness
nano_filtration,default,baseline,kg/m3,0.97,hydroxide_alkalinity_as_caco3,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Hydroxide Alkalinity as CaCO3
nano_filtration,default,baseline,kg/m3,0.97,sodium,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,"Sodium, Dissolved"
nano_filtration,default,baseline,kg/m3,0.97,sulfate,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,"Sulfate, Dissolved"
nano_filtration,default,baseline,kg/m3,0.97,sulfur,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Sulfur
nano_filtration,default,baseline,kg/m3,0.97,tss,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Suspended Solids (TSS)
nano_filtration,default,baseline,kg/m3,0.99,magnesium,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,"Magnesium, Dissolved"
nano_filtration,default,baseline,kg/m3,0.99,phosphates,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,"Phosphates, Dissolved"
nano_filtration,default,baseline,kg/m3,0.99,potassium,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Potassium
nano_filtration,default,baseline,%,90,ultraviolet_transmittance_uvt,absolute_value,nawi,Texas Water Development Board IT3PR User Manual,Ultraviolet Transmittance (UVT)
ozone_aop,default,baseline,kg/m3,0.294787,cryptosporidium,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Cryptosporidium
ozone_aop,default,baseline,kg/m3,0.728305,toc,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Organic Carbon (TOC)
ozone_aop,default,baseline,kg/m3,0.903239,giardia_lamblia,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Giardia lamblia
ozone_aop,default,baseline,kg/m3,0.989434,eeq,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Estradiol Equivalency (EEQ)
ozone_aop,default,baseline,kg/m3,0.997225,total_coliforms_fecal_ecoli,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Total Coliforms (including fecal coliform and� E. Coli)
ozone_aop,default,baseline,kg/m3,0.997225,viruses_enteric,fractional_constituent_removal,nawi,Texas Water Development Board IT3PR User Manual,Viruses (enteric)
primary_separator,default,baseline,kg/m3,0.9,oil_and_grease,fractional_constituent_removal,nawi,Defined based on the Iron and Steel case study data.,Oil and Grease
primary_separator,default,baseline,kg/m3,0.9,oily_matter,fractional_constituent_removal,nawi,Defined based on the Iron and Steel case study data.,Oily Matter
primary_separator,default,baseline,kg/m3,0.990826,tss,fractional_constituent_removal,nawi,Defined based on the Iron and Steel case study data.,Total Suspended Solids (TSS)
reverse_osmosis,ashkelon,baseline,kg/m3,0.992881,bicarbonate_alkalinity_as_caco3,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
reverse_osmosis,ashkelon,baseline,kg/m3,0.992881,bromide,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
reverse_osmosis,ashkelon,baseline,kg/m3,0.992881,calcium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
reverse_osmosis,ashkelon,baseline,kg/m3,0.992881,chloride,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
reverse_osmosis,ashkelon,baseline,kg/m3,0.992881,fluoride,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
reverse_osmosis,ashkelon,baseline,kg/m3,0.992881,magnesium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
reverse_osmosis,ashkelon,baseline,kg/m3,0.992881,potassium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
reverse_osmosis,ashkelon,baseline,kg/m3,0.992881,silicon,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
reverse_osmosis,ashkelon,baseline,kg/m3,0.992881,sodium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
reverse_osmosis,ashkelon,baseline,kg/m3,0.992881,strontium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
reverse_osmosis,ashkelon,baseline,kg/m3,0.992881,sulfate,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
reverse_osmosis,ashkelon,baseline,kg/m3,0.992881,tds,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
reverse_osmosis,ashkelon,baseline,kg/m3,0.992881,tss,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Suspended Solids (TSS)
reverse_osmosis,ashkelon,baseline,kg/m3,0.9,toc,fractional_constituent_removal,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
reverse_osmosis,default,baseline,kg/m3,0.98,arsenic,fractional_constituent_removal,nawi,doi:10.3390/polym11081252 ,Arsenic
reverse_osmosis,default,baseline,kg/m3,0.98,bicarbonate_alkalinity_as_caco3,fractional_constituent_removal,nawi,doi:10.3390/polym11081252 ,Bicarbonate Alkalinity as CaCO3
reverse_osmosis,default,baseline,kg/m3,0.9,boron,fractional_constituent_removal,nawi,https://doi.org/10.1016/j.seppur.2010.07.021,Boron
reverse_osmosis,default,baseline,kg/m3,0.98,bromide,fractional_constituent_removal,nawi,doi:10.3390/polym11081252 ,Bromide
reverse_osmosis,default,baseline,kg/m3,0.98,calcium,fractional_constituent_removal,nawi,doi:10.3390/polym11081253,"Calcium, Dissolved"
reverse_osmosis,default,baseline,kg/m3,0.98,chloride,fractional_constituent_removal,nawi,doi:10.3390/polym11081254,Chloride
reverse_osmosis,default,baseline,kg/m3,0.98,fluoride,fractional_constituent_removal,nawi,doi:10.3390/polym11081255,Fluoride
reverse_osmosis,default,baseline,kg/m3,0.98,magnesium,fractional_constituent_removal,nawi,doi:10.3390/polym11081256,"Magnesium, Dissolved"
reverse_osmosis,default,baseline,kg/m3,0.98,potassium,fractional_constituent_removal,nawi,doi:10.3390/polym11081257,Potassium
reverse_osmosis,default,baseline,kg/m3,0.98,silicon,fractional_constituent_removal,nawi,doi:10.3390/polym11081258,Silicon
reverse_osmosis,default,baseline,kg/m3,0.98,sodium,fractional_constituent_removal,nawi,doi:10.3390/polym11081259,"Sodium, Dissolved"
reverse_osmosis,default,baseline,kg/m3,0.98,strontium,fractional_constituent_removal,nawi,doi:10.3390/polym11081260,Strontium
reverse_osmosis,default,baseline,kg/m3,0.98,sulfate,fractional_constituent_removal,nawi,doi:10.3390/polym11081261,"Sulfate, Dissolved"
reverse_osmosis,default,baseline,kg/m3,0.98,electrical_conductivity,fractional_constituent_removal,nawi,doi:10.3390/polym11081262,Total Dissolved Solids (TDS)
reverse_osmosis,default,baseline,kg/m3,0.98,tds,fractional_constituent_removal,nawi,doi:10.3390/polym11081262,Total Dissolved Solids (TDS)
reverse_osmosis,default,baseline,kg/m3,0.98,tss,fractional_constituent_removal,nawi,doi:10.3390/polym11081263,Total Suspended Solids (TSS)
reverse_osmosis,big_spring,baseline,kg/m3,0.99,tss,fractional_constituent_removal,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Suspended Solids (TSS)
reverse_osmosis,big_spring,baseline,kg/m3,0.973097,bicarbonate_alkalinity_as_caco3,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
reverse_osmosis,big_spring,baseline,kg/m3,0.973097,bromide,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
reverse_osmosis,big_spring,baseline,kg/m3,0.973097,calcium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
reverse_osmosis,big_spring,baseline,kg/m3,0.973097,chloride,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
reverse_osmosis,big_spring,baseline,kg/m3,0.973097,fluoride,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
reverse_osmosis,big_spring,baseline,kg/m3,0.973097,magnesium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
reverse_osmosis,big_spring,baseline,kg/m3,0.973097,potassium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
reverse_osmosis,big_spring,baseline,kg/m3,0.973097,silicon,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
reverse_osmosis,big_spring,baseline,kg/m3,0.973097,sodium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
reverse_osmosis,big_spring,baseline,kg/m3,0.973097,strontium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
reverse_osmosis,big_spring,baseline,kg/m3,0.973097,sulfate,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
reverse_osmosis,big_spring,baseline,kg/m3,0.973097,tds,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
reverse_osmosis,big_spring,baseline,kg/m3,0.9,toc,fractional_constituent_removal,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
reverse_osmosis,carlsbad,baseline,kg/m3,0.99,tss,fractional_constituent_removal,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Suspended Solids (TSS)
reverse_osmosis,carlsbad,baseline,kg/m3,0.992,bicarbonate_alkalinity_as_caco3,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
reverse_osmosis,carlsbad,baseline,kg/m3,0.992,bromide,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
reverse_osmosis,carlsbad,baseline,kg/m3,0.992,calcium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
reverse_osmosis,carlsbad,baseline,kg/m3,0.992,chloride,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
reverse_osmosis,carlsbad,baseline,kg/m3,0.992,fluoride,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
reverse_osmosis,carlsbad,baseline,kg/m3,0.992,magnesium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
reverse_osmosis,carlsbad,baseline,kg/m3,0.992,potassium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
reverse_osmosis,carlsbad,baseline,kg/m3,0.992,silicon,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
reverse_osmosis,carlsbad,baseline,kg/m3,0.992,sodium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
reverse_osmosis,carlsbad,baseline,kg/m3,0.992,strontium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
reverse_osmosis,carlsbad,baseline,kg/m3,0.992,sulfate,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
reverse_osmosis,carlsbad,baseline,kg/m3,0.992,tds,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
reverse_osmosis,carlsbad,baseline,kg/m3,0.9,toc,fractional_constituent_removal,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
reverse_osmosis,cherokee,baseline,kg/m3,0.99,tss,fractional_constituent_removal,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Suspended Solids (TSS)
reverse_osmosis,cherokee,baseline,kg/m3,0.953008,bicarbonate_alkalinity_as_caco3,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
reverse_osmosis,cherokee,baseline,kg/m3,0.953008,bromide,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
reverse_osmosis,cherokee,baseline,kg/m3,0.953008,calcium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
reverse_osmosis,cherokee,baseline,kg/m3,0.953008,chloride,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
reverse_osmosis,cherokee,baseline,kg/m3,0.953008,fluoride,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
reverse_osmosis,cherokee,baseline,kg/m3,0.953008,magnesium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
reverse_osmosis,cherokee,baseline,kg/m3,0.953008,potassium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
reverse_osmosis,cherokee,baseline,kg/m3,0.953008,silicon,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
reverse_osmosis,cherokee,baseline,kg/m3,0.953008,sodium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
reverse_osmosis,cherokee,baseline,kg/m3,0.953008,strontium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
reverse_osmosis,cherokee,baseline,kg/m3,0.953008,sulfate,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
reverse_osmosis,cherokee,baseline,kg/m3,0.953008,tds,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
reverse_osmosis,cherokee,baseline,kg/m3,0.9,toc,fractional_constituent_removal,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
reverse_osmosis,damodar_pr,baseline,kg/m3,0.99,tss,fractional_constituent_removal,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Suspended Solids (TSS)
reverse_osmosis,damodar_pr,baseline,kg/m3,0.9793,bicarbonate_alkalinity_as_caco3,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
reverse_osmosis,damodar_pr,baseline,kg/m3,0.9793,bromide,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
reverse_osmosis,damodar_pr,baseline,kg/m3,0.9793,calcium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
reverse_osmosis,damodar_pr,baseline,kg/m3,0.9793,chloride,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
reverse_osmosis,damodar_pr,baseline,kg/m3,0.9793,fluoride,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
reverse_osmosis,damodar_pr,baseline,kg/m3,0.9793,magnesium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
reverse_osmosis,damodar_pr,baseline,kg/m3,0.9793,potassium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
reverse_osmosis,damodar_pr,baseline,kg/m3,0.9793,silicon,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
reverse_osmosis,damodar_pr,baseline,kg/m3,0.9793,sodium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
reverse_osmosis,damodar_pr,baseline,kg/m3,0.9793,strontium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
reverse_osmosis,damodar_pr,baseline,kg/m3,0.9793,sulfate,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
reverse_osmosis,damodar_pr,baseline,kg/m3,0.9793,tds,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
reverse_osmosis,damodar_pr,baseline,kg/m3,0.9,toc,fractional_constituent_removal,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
reverse_osmosis,damodar_sj,baseline,kg/m3,0.99,tss,fractional_constituent_removal,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Suspended Solids (TSS)
reverse_osmosis,damodar_sj,baseline,kg/m3,0.9784,bicarbonate_alkalinity_as_caco3,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
reverse_osmosis,damodar_sj,baseline,kg/m3,0.9784,bromide,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
reverse_osmosis,damodar_sj,baseline,kg/m3,0.9784,calcium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
reverse_osmosis,damodar_sj,baseline,kg/m3,0.9784,chloride,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
reverse_osmosis,damodar_sj,baseline,kg/m3,0.9784,fluoride,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
reverse_osmosis,damodar_sj,baseline,kg/m3,0.9784,magnesium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
reverse_osmosis,damodar_sj,baseline,kg/m3,0.9784,potassium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
reverse_osmosis,damodar_sj,baseline,kg/m3,0.9784,silicon,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
reverse_osmosis,damodar_sj,baseline,kg/m3,0.9784,sodium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
reverse_osmosis,damodar_sj,baseline,kg/m3,0.9784,strontium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
reverse_osmosis,damodar_sj,baseline,kg/m3,0.9784,sulfate,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
reverse_osmosis,damodar_sj,baseline,kg/m3,0.9784,tds,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
reverse_osmosis,damodar_sj,baseline,kg/m3,0.9,toc,fractional_constituent_removal,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
reverse_osmosis,emwd,baseline,kg/m3,0.99,tss,fractional_constituent_removal,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Suspended Solids (TSS)
reverse_osmosis,emwd,baseline,kg/m3,0.989816,bicarbonate_alkalinity_as_caco3,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
reverse_osmosis,emwd,baseline,kg/m3,0.989816,bromide,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
reverse_osmosis,emwd,baseline,kg/m3,0.989816,calcium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
reverse_osmosis,emwd,baseline,kg/m3,0.989816,chloride,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
reverse_osmosis,emwd,baseline,kg/m3,0.989816,fluoride,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
reverse_osmosis,emwd,baseline,kg/m3,0.989816,magnesium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
reverse_osmosis,emwd,baseline,kg/m3,0.989816,potassium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
reverse_osmosis,emwd,baseline,kg/m3,0.989816,silicon,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
reverse_osmosis,emwd,baseline,kg/m3,0.989816,sodium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
reverse_osmosis,emwd,baseline,kg/m3,0.989816,strontium,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
reverse_osmosis,emwd,baseline,kg/m3,0.989816,sulfate,fractional_constituent_removal,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
