unit_process,case_study,scenario,units,value,constituent,calculation_type,reference,data_reference,constituent_longform
dual_media_filtration,default,baseline,%,70,ultraviolet_transmittance_uvt,absolute_value,nawi,Monterey case study.,Ultraviolet Transmittance (UVT)
electrodialysis_reversal,default,baseline,pH,-0.77,ph_max,delta_constituent_or_property,nawi,Irwin case study.,pH_Max
electrodialysis_reversal,default,baseline,pH,-0.77,ph_min,delta_constituent_or_property,nawi,Irwin case study.,pH_Min
electrodialysis_reversal,default,baseline,kg/m3,0.808696,tds,fractional_constituent_removal,nawi,Irwin case study.,Total Dissolved Solids (TDS)
electrodialysis_reversal,default,baseline,kg/m3,0.823529,fluoride,fractional_constituent_removal,nawi,Irwin case study.,Fluoride
electrodialysis_reversal,default,baseline,kg/m3,0.830347,bicarbonate_alkalinity_as_caco3,fractional_constituent_removal,nawi,Irwin case study.,Bicarbonate Alkalinity as CaCO3
electrodialysis_reversal,default,baseline,kg/m3,0.869487,sodium,fractional_constituent_removal,nawi,Irwin case study.,"Sodium, Dissolved"
electrodialysis_reversal,default,baseline,kg/m3,0.881773,nitrate,fractional_constituent_removal,nawi,Irwin case study.,"Nitrate-N, Dissolved"
electrodialysis_reversal,default,baseline,kg/m3,0.881773,nitrate_as_nitrogen,fractional_constituent_removal,nawi,Irwin case study.,Nitrate (measured as Nitrogen)
electrodialysis_reversal,default,baseline,kg/m3,0.891013,chloride,fractional_constituent_removal,nawi,Irwin case study.,Chloride
electrodialysis_reversal,default,baseline,kg/m3,0.892,arsenic,fractional_constituent_removal,nawi,Irwin case study.,Arsenic
electrodialysis_reversal,default,baseline,kg/m3,0.898876,potassium,fractional_constituent_removal,nawi,Irwin case study.,Potassium
electrodialysis_reversal,default,baseline,kg/m3,0.904762,magnesium,fractional_constituent_removal,nawi,Irwin case study.,"Magnesium, Dissolved"
electrodialysis_reversal,default,baseline,kg/m3,0.923325,sulfate,fractional_constituent_removal,nawi,Irwin case study.,"Sulfate, Dissolved"
electrodialysis_reversal,default,baseline,kg/m3,0.924528,hardness,fractional_constituent_removal,nawi,Irwin case study.,Hardness
electrodialysis_reversal,default,baseline,kg/m3,0.927273,calcium,fractional_constituent_removal,nawi,Irwin case study.,"Calcium, Dissolved"
electrodialysis_reversal,default,baseline,kg/m3,0.95,strontium,fractional_constituent_removal,nawi,Irwin case study.,Strontium
electrodialysis_reversal,default,baseline,kg/m3,0.995,barium,fractional_constituent_removal,nawi,Irwin case study.,Barium
evaporation_pond,default,baseline,kg/m3,0.98,alkalinity_as_caco3,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,kg/m3,0.98,aluminum,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,kg/m3,0.98,arsenic,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,kg/m3,0.98,barium,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,kg/m3,0.98,bicarbonate_alkalinity_as_caco3,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,kg/m3,0.98,boron,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,kg/m3,0.98,bromide,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,kg/m3,0.98,calcium,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,kg/m3,0.98,chloride,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,kg/m3,0.98,chromium,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,kg/m3,0.98,cyanide_as_free,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,S/m,0.98,electrical_conductivity,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,kg/m3,0.98,fluoride,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,kg/m3,0.98,hardness,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,kg/m3,0.98,iron,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,kg/m3,0.98,lead,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,kg/m3,0.98,magnesium,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,kg/m3,0.98,manganese,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,kg/m3,0.98,mercury,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,kg/m3,0.98,nickel,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,kg/m3,0.98,nitrate,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,kg/m3,0.98,nitrate_as_nitrogen,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,kg/m3,0.98,nitrite_as_nitrogen,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,kg/m3,0.98,phosphates,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,kg/m3,0.98,potassium,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,kg/m3,0.98,selenium,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,kg/m3,0.98,silicon,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,kg/m3,0.98,silver,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,kg/m3,0.98,sodium,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,kg/m3,0.98,strontium,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,kg/m3,0.98,sulfate,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,kg/m3,0.98,tds,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,kg/m3,0.98,total_coliforms_fecal_ecoli,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,kg/m3,0.98,trihalomethanes,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,kg/m3,0.98,tss,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,kg/m3,0.98,turbidity,fractional_constituent_removal,nawi,default,
evaporation_pond,default,baseline,kg/m3,0.98,zinc,fractional_constituent_removal,nawi,default,
filter_press,default,baseline,kg/m3,0.5,alkalinity_as_caco3,fractional_constituent_removal,nawi,default,
filter_press,default,baseline,kg/m3,0.5,aluminum,fractional_constituent_removal,nawi,default,
filter_press,default,baseline,kg/m3,0.5,arsenic,fractional_constituent_removal,nawi,default,
filter_press,default,baseline,kg/m3,0.5,barium,fractional_constituent_removal,nawi,default,
filter_press,default,baseline,kg/m3,0.5,bicarbonate_alkalinity_as_caco3,fractional_constituent_removal,nawi,default,
filter_press,default,baseline,kg/m3,0.5,boron,fractional_constituent_removal,nawi,default,
filter_press,default,baseline,kg/m3,0.5,bromide,fractional_constituent_removal,nawi,default,
filter_press,default,baseline,kg/m3,0.5,calcium,fractional_constituent_removal,nawi,default,
filter_press,default,baseline,kg/m3,0.5,chloride,fractional_constituent_removal,nawi,default,
filter_press,default,baseline,kg/m3,0.5,chromium,fractional_constituent_removal,nawi,default,
filter_press,default,baseline,kg/m3,0.5,cyanide_as_free,fractional_constituent_removal,nawi,default,
filter_press,default,baseline,S/m,0.5,electrical_conductivity,fractional_constituent_removal,nawi,default,
filter_press,default,baseline,kg/m3,0.5,fluoride,fractional_constituent_removal,nawi,default,
filter_press,default,baseline,kg/m3,0.5,hardness,fractional_constituent_removal,nawi,default,
filter_press,default,baseline,kg/m3,0.5,iron,fractional_constituent_removal,nawi,default,
filter_press,default,baseline,kg/m3,0.5,lead,fractional_constituent_removal,nawi,default,
filter_press,default,baseline,kg/m3,0.5,magnesium,fractional_constituent_removal,nawi,default,
filter_press,default,baseline,kg/m3,0.5,manganese,fractional_constituent_removal,nawi,default,
filter_press,default,baseline,kg/m3,0.5,mercury,fractional_constituent_removal,nawi,default,
filter_press,default,baseline,kg/m3,0.5,nickel,fractional_constituent_removal,nawi,default,
filter_press,default,baseline,kg/m3,0.5,nitrate,fractional_constituent_removal,nawi,default,
filter_press,default,baseline,kg/m3,0.5,nitrate_as_nitrogen,fractional_constituent_removal,nawi,default,
filter_press,default,baseline,kg/m3,0.5,nitrite_as_nitrogen,fractional_constituent_removal,nawi,default,
filter_press,default,baseline,kg/m3,0.5,phosphates,fractional_constituent_removal,nawi,default,
filter_press,default,baseline,kg/m3,0.5,potassium,fractional_constituent_removal,nawi,default,
filter_press,default,baseline,kg/m3,0.5,selenium,fractional_constituent_removal,nawi,default,
filter_press,default,baseline,kg/m3,0.5,silicon,fractional_constituent_removal,nawi,default,
filter_press,default,baseline,kg/m3,0.5,silver,fractional_constituent_removal,nawi,default,
filter_press,default,baseline,kg/m3,0.5,sodium,fractional_constituent_removal,nawi,default,
filter_press,default,baseline,kg/m3,0.5,strontium,fractional_constituent_removal,nawi,default,
filter_press,default,baseline,kg/m3,0.5,sulfate,fractional_constituent_removal,nawi,default,
filter_press,default,baseline,kg/m3,0.5,tds,fractional_constituent_removal,nawi,default,
filter_press,default,baseline,kg/m3,0.98,tss,fractional_constituent_removal,nawi,default,
filter_press,default,baseline,kg/m3,0.98,turbidity,fractional_constituent_removal,nawi,default,
filter_press,default,baseline,kg/m3,0.5,zinc,fractional_constituent_removal,nawi,default,
gac_pressure_vessel,default,baseline,kg/m3,0.2,nonvolatile_toc,fractional_constituent_removal,nawi,EPA model: https://www.epa.gov/sdwa/drinking-water-treatment-technology-unit-cost-models,Nonvolatile TOC
gac_pressure_vessel,default,baseline,kg/m3,0.97,tss,fractional_constituent_removal,nawi,EPA model: https://www.epa.gov/sdwa/drinking-water-treatment-technology-unit-cost-models,Total Suspended Solids (TSS)
gac_pressure_vessel,default,baseline,%,85,ultraviolet_transmittance_uvt,absolute_value,nawi,EPA model: https://www.epa.gov/sdwa/drinking-water-treatment-technology-unit-cost-models,Ultraviolet Transmittance (UVT)
