case_study,units,calculation_type,unit_process,value,constituent,scenario,reference,ref,constituent_longform
big_spring,kg/m3,fractional_constituent_removal,reverse_osmosis,0.973097,chloride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
big_spring,kg/m3,fractional_constituent_removal,reverse_osmosis,0.973097,fluoride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
big_spring,kg/m3,fractional_constituent_removal,reverse_osmosis,0.973097,magnesium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
big_spring,kg/m3,fractional_constituent_removal,reverse_osmosis,0.973097,potassium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
big_spring,kg/m3,fractional_constituent_removal,reverse_osmosis,0.973097,silicon,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
big_spring,kg/m3,fractional_constituent_removal,reverse_osmosis,0.973097,sodium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
big_spring,kg/m3,fractional_constituent_removal,reverse_osmosis,0.973097,strontium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
big_spring,kg/m3,fractional_constituent_removal,reverse_osmosis,0.973097,sulfate,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
big_spring,kg/m3,fractional_constituent_removal,reverse_osmosis,0.973097,tds,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
big_spring,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9,toc,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
big_spring,kg/m3,fractional_constituent_removal,reverse_osmosis,0.999,tss,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
carlsbad,kg/m3,fractional_constituent_removal,ro_deep,0.992,bicarbonate_alkalinity_as_caco3,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
carlsbad,kg/m3,fractional_constituent_removal,ro_deep,0.992,bromide,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
carlsbad,kg/m3,fractional_constituent_removal,ro_deep,0.992,calcium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
carlsbad,kg/m3,fractional_constituent_removal,ro_deep,0.992,chloride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
carlsbad,kg/m3,fractional_constituent_removal,ro_deep,0.992,fluoride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
carlsbad,kg/m3,fractional_constituent_removal,ro_deep,0.992,magnesium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
carlsbad,kg/m3,fractional_constituent_removal,ro_deep,0.992,potassium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
carlsbad,kg/m3,fractional_constituent_removal,ro_deep,0.992,silicon,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
carlsbad,kg/m3,fractional_constituent_removal,ro_deep,0.992,sodium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
carlsbad,kg/m3,fractional_constituent_removal,ro_deep,0.992,strontium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
carlsbad,kg/m3,fractional_constituent_removal,ro_deep,0.992,sulfate,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
carlsbad,kg/m3,fractional_constituent_removal,ro_deep,0.992,tds,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
carlsbad,kg/m3,fractional_constituent_removal,ro_deep,0.9,toc,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
carlsbad,kg/m3,fractional_constituent_removal,reverse_osmosis,0.992,bicarbonate_alkalinity_as_caco3,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
carlsbad,kg/m3,fractional_constituent_removal,reverse_osmosis,0.992,bromide,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
carlsbad,kg/m3,fractional_constituent_removal,reverse_osmosis,0.992,calcium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
carlsbad,kg/m3,fractional_constituent_removal,reverse_osmosis,0.992,chloride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
carlsbad,kg/m3,fractional_constituent_removal,reverse_osmosis,0.992,fluoride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
carlsbad,kg/m3,fractional_constituent_removal,reverse_osmosis,0.992,magnesium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
carlsbad,kg/m3,fractional_constituent_removal,reverse_osmosis,0.992,potassium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
carlsbad,kg/m3,fractional_constituent_removal,reverse_osmosis,0.992,silicon,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
carlsbad,kg/m3,fractional_constituent_removal,reverse_osmosis,0.992,sodium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
carlsbad,kg/m3,fractional_constituent_removal,reverse_osmosis,0.992,strontium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
carlsbad,kg/m3,fractional_constituent_removal,reverse_osmosis,0.992,sulfate,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
carlsbad,kg/m3,fractional_constituent_removal,reverse_osmosis,0.992,tds,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
carlsbad,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9,toc,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
carlsbad,kg/m3,fractional_constituent_removal,reverse_osmosis,0.999,tss,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
cherokee,kg/m3,fractional_constituent_removal,ro_deep,0.953008,bicarbonate_alkalinity_as_caco3,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
cherokee,kg/m3,fractional_constituent_removal,ro_deep,0.953008,bromide,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
cherokee,kg/m3,fractional_constituent_removal,ro_deep,0.953008,calcium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
cherokee,kg/m3,fractional_constituent_removal,ro_deep,0.953008,chloride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
cherokee,kg/m3,fractional_constituent_removal,ro_deep,0.953008,fluoride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
cherokee,kg/m3,fractional_constituent_removal,ro_deep,0.953008,magnesium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
cherokee,kg/m3,fractional_constituent_removal,ro_deep,0.953008,potassium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
cherokee,kg/m3,fractional_constituent_removal,ro_deep,0.953008,silicon,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
cherokee,kg/m3,fractional_constituent_removal,ro_deep,0.953008,sodium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
cherokee,kg/m3,fractional_constituent_removal,ro_deep,0.953008,strontium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
cherokee,kg/m3,fractional_constituent_removal,ro_deep,0.953008,sulfate,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
cherokee,kg/m3,fractional_constituent_removal,ro_deep,0.953008,tds,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
cherokee,kg/m3,fractional_constituent_removal,ro_deep,0.9,toc,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
cherokee,kg/m3,fractional_constituent_removal,reverse_osmosis,0.953008,bicarbonate_alkalinity_as_caco3,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
cherokee,kg/m3,fractional_constituent_removal,reverse_osmosis,0.953008,bromide,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
cherokee,kg/m3,fractional_constituent_removal,reverse_osmosis,0.953008,calcium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
cherokee,kg/m3,fractional_constituent_removal,reverse_osmosis,0.953008,chloride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
cherokee,kg/m3,fractional_constituent_removal,reverse_osmosis,0.953008,fluoride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
cherokee,kg/m3,fractional_constituent_removal,reverse_osmosis,0.953008,magnesium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
cherokee,kg/m3,fractional_constituent_removal,reverse_osmosis,0.953008,potassium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
cherokee,kg/m3,fractional_constituent_removal,reverse_osmosis,0.953008,silicon,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
cherokee,kg/m3,fractional_constituent_removal,reverse_osmosis,0.953008,sodium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
cherokee,kg/m3,fractional_constituent_removal,reverse_osmosis,0.953008,strontium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
cherokee,kg/m3,fractional_constituent_removal,reverse_osmosis,0.953008,sulfate,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
cherokee,kg/m3,fractional_constituent_removal,reverse_osmosis,0.953008,tds,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
cherokee,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9,toc,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
cherokee,kg/m3,fractional_constituent_removal,reverse_osmosis,0.999,tss,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
damodar_pr,kg/m3,fractional_constituent_removal,ro_deep,0.9793,bicarbonate_alkalinity_as_caco3,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
damodar_pr,kg/m3,fractional_constituent_removal,ro_deep,0.9793,bromide,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
damodar_pr,kg/m3,fractional_constituent_removal,ro_deep,0.9793,calcium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
damodar_pr,kg/m3,fractional_constituent_removal,ro_deep,0.9793,chloride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
damodar_pr,kg/m3,fractional_constituent_removal,ro_deep,0.9793,fluoride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
damodar_pr,kg/m3,fractional_constituent_removal,ro_deep,0.9793,magnesium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
damodar_pr,kg/m3,fractional_constituent_removal,ro_deep,0.9793,potassium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
damodar_pr,kg/m3,fractional_constituent_removal,ro_deep,0.9793,silicon,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
damodar_pr,kg/m3,fractional_constituent_removal,ro_deep,0.9793,sodium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
damodar_pr,kg/m3,fractional_constituent_removal,ro_deep,0.9793,strontium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
damodar_pr,kg/m3,fractional_constituent_removal,ro_deep,0.9793,sulfate,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
damodar_pr,kg/m3,fractional_constituent_removal,ro_deep,0.9793,tds,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
damodar_pr,kg/m3,fractional_constituent_removal,ro_deep,0.9,toc,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
damodar_pr,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9793,bicarbonate_alkalinity_as_caco3,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
damodar_pr,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9793,bromide,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
damodar_pr,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9793,calcium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
damodar_pr,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9793,chloride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
damodar_pr,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9793,fluoride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
damodar_pr,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9793,magnesium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
damodar_pr,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9793,potassium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
damodar_pr,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9793,silicon,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
damodar_pr,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9793,sodium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
damodar_pr,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9793,strontium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
damodar_pr,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9793,sulfate,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
damodar_pr,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9793,tds,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
damodar_pr,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9,toc,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
damodar_pr,kg/m3,fractional_constituent_removal,reverse_osmosis,0.999,tss,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
damodar_sj,kg/m3,fractional_constituent_removal,ro_deep,0.9784,bicarbonate_alkalinity_as_caco3,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
damodar_sj,kg/m3,fractional_constituent_removal,ro_deep,0.9784,bromide,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
damodar_sj,kg/m3,fractional_constituent_removal,ro_deep,0.9784,calcium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
damodar_sj,kg/m3,fractional_constituent_removal,ro_deep,0.9784,chloride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
damodar_sj,kg/m3,fractional_constituent_removal,ro_deep,0.9784,fluoride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
damodar_sj,kg/m3,fractional_constituent_removal,ro_deep,0.9784,magnesium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
damodar_sj,kg/m3,fractional_constituent_removal,ro_deep,0.9784,potassium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
damodar_sj,kg/m3,fractional_constituent_removal,ro_deep,0.9784,silicon,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
damodar_sj,kg/m3,fractional_constituent_removal,ro_deep,0.9784,sodium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
damodar_sj,kg/m3,fractional_constituent_removal,ro_deep,0.9784,strontium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
damodar_sj,kg/m3,fractional_constituent_removal,ro_deep,0.9784,sulfate,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
damodar_sj,kg/m3,fractional_constituent_removal,ro_deep,0.9784,tds,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
damodar_sj,kg/m3,fractional_constituent_removal,ro_deep,0.9,toc,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
damodar_sj,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9784,bicarbonate_alkalinity_as_caco3,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
damodar_sj,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9784,bromide,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
damodar_sj,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9784,calcium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
damodar_sj,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9784,chloride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
damodar_sj,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9784,fluoride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
