case_study,units,calculation_type,unit_process,value,constituent,scenario,reference,ref,constituent_longform
default,kg/m3,fractional_constituent_removal,mbr_denitrification,0.99,viruses_enteric,baseline,nawi,Texas Water Development Board IT3PR User Manual,Viruses (enteric)
default,kg/m3,fractional_constituent_removal,mbr_denitrification,0.998798,total_coliforms_fecal_ecoli,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Coliforms (including fecal coliform andå E. Coli)
default,kg/m3,fractional_constituent_removal,mbr_denitrification,0.9999,cryptosporidium,baseline,nawi,Texas Water Development Board IT3PR User Manual,Cryptosporidium
default,%,absolute_value,mbr_denitrification,70,ultraviolet_transmittance_uvt,baseline,nawi,Texas Water Development Board IT3PR User Manual,Ultraviolet Transmittance (UVT)
default,kg/m3,fractional_constituent_removal,mbr_nitrification,0.5,tss,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Suspended Solids (TSS)
default,kg/m3,fractional_constituent_removal,mbr_nitrification,0.6,nonvolatile_toc,baseline,nawi,Texas Water Development Board IT3PR User Manual,Nonvolatile TOC
default,kg/m3,fractional_constituent_removal,mbr_nitrification,0.70854,toc,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Organic Carbon (TOC)
default,kg/m3,fractional_constituent_removal,mbr_nitrification,0.88,eeq,baseline,nawi,Texas Water Development Board IT3PR User Manual,Estradiol Equivalency (EEQ)
default,kg/m3,fractional_constituent_removal,mbr_nitrification,0.99,viruses_enteric,baseline,nawi,Texas Water Development Board IT3PR User Manual,Viruses (enteric)
default,kg/m3,fractional_constituent_removal,mbr_nitrification,0.998798,total_coliforms_fecal_ecoli,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Coliforms (including fecal coliform andå E. Coli)
default,kg/m3,fractional_constituent_removal,mbr_nitrification,0.9999,cryptosporidium,baseline,nawi,Texas Water Development Board IT3PR User Manual,Cryptosporidium
default,%,absolute_value,mbr_nitrification,70,ultraviolet_transmittance_uvt,baseline,nawi,Texas Water Development Board IT3PR User Manual,Ultraviolet Transmittance (UVT)
default,kg/m3,fractional_constituent_removal,media_filtration,0.2,nonvolatile_toc,baseline,nawi,Texas Water Development Board IT3PR User Manual,Nonvolatile TOC
default,kg/m3,fractional_constituent_removal,media_filtration,0.5,tss,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Suspended Solids (TSS)
default,%,absolute_value,media_filtration,70,ultraviolet_transmittance_uvt,baseline,nawi,Texas Water Development Board IT3PR User Manual,Ultraviolet Transmittance (UVT)
default,kg/m3,fractional_constituent_removal,micro_filtration,0.95,tss,baseline,nawi,"Voutchkov, N. (2018). Desalination Project Cost Estimating and Management. Taylor & Francis, a CRC title, part of the Taylor & Francis imprint, a member of the Taylor & Francis Group, the academic division of T&F Informa, plc.",Total Suspended Solids (TSS)
default,kg/m3,fractional_constituent_removal,microfiltration,0.1,toc,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Organic Carbon (TOC)
default,kg/m3,fractional_constituent_removal,microfiltration,0.3,eeq,baseline,nawi,Texas Water Development Board IT3PR User Manual,Estradiol Equivalency (EEQ)
default,kg/m3,fractional_constituent_removal,microfiltration,0.97,tss,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Suspended Solids (TSS)
default,kg/m3,fractional_constituent_removal,microfiltration,0.999,cryptosporidium,baseline,nawi,Texas Water Development Board IT3PR User Manual,Cryptosporidium
default,%,absolute_value,microfiltration,75,ultraviolet_transmittance_uvt,baseline,nawi,Texas Water Development Board IT3PR User Manual,Ultraviolet Transmittance (UVT)
default,kg/m3,fractional_constituent_removal,nano_filtration,0.05,ndma,baseline,nawi,Texas Water Development Board IT3PR User Manual,N-nitrosodimethylamine (NDMA)
default,kg/m3,fractional_constituent_removal,nano_filtration,0.75,eeq,baseline,nawi,Texas Water Development Board IT3PR User Manual,Estradiol Equivalency (EEQ)
default,kg/m3,fractional_constituent_removal,nano_filtration,0.75,toc,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Organic Carbon (TOC)
default,kg/m3,fractional_constituent_removal,nano_filtration,0.8,endothall,baseline,nawi,Texas Water Development Board IT3PR User Manual,Endothall
default,kg/m3,fractional_constituent_removal,nano_filtration,0.8,endrin,baseline,nawi,Texas Water Development Board IT3PR User Manual,Endrin
default,kg/m3,fractional_constituent_removal,nano_filtration,0.8,iron,baseline,nawi,Texas Water Development Board IT3PR User Manual,Iron
default,kg/m3,fractional_constituent_removal,nano_filtration,0.8,manganese,baseline,nawi,Texas Water Development Board IT3PR User Manual,Manganese
default,kg/m3,fractional_constituent_removal,nano_filtration,0.9,perfluorooctane_sulfonate_pfos,baseline,nawi,Texas Water Development Board IT3PR User Manual,Perfluorooctane sulfonate (PFOS)
default,kg/m3,fractional_constituent_removal,nano_filtration,0.9,perfluorootanoate_pfoa,baseline,nawi,Texas Water Development Board IT3PR User Manual,Perfluorootanoate (PFOA)
default,kg/m3,fractional_constituent_removal,nano_filtration,0.93,nonvolatile_toc,baseline,nawi,Texas Water Development Board IT3PR User Manual,Nonvolatile TOC
default,kg/m3,fractional_constituent_removal,nano_filtration,0.97,hardness,baseline,nawi,Texas Water Development Board IT3PR User Manual,Hardness
default,kg/m3,fractional_constituent_removal,nano_filtration,0.97,hydroxide_alkalinity_as_caco3,baseline,nawi,Texas Water Development Board IT3PR User Manual,Hydroxide Alkalinity as CaCO3
default,kg/m3,fractional_constituent_removal,nano_filtration,0.97,sodium,baseline,nawi,Texas Water Development Board IT3PR User Manual,"Sodium, Dissolved"
default,kg/m3,fractional_constituent_removal,nano_filtration,0.97,sulfate,baseline,nawi,Texas Water Development Board IT3PR User Manual,"Sulfate, Dissolved"
default,kg/m3,fractional_constituent_removal,nano_filtration,0.97,sulfur,baseline,nawi,Texas Water Development Board IT3PR User Manual,Sulfur
default,kg/m3,fractional_constituent_removal,nano_filtration,0.97,tss,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Suspended Solids (TSS)
default,kg/m3,fractional_constituent_removal,nano_filtration,0.99,magnesium,baseline,nawi,Texas Water Development Board IT3PR User Manual,"Magnesium, Dissolved"
default,kg/m3,fractional_constituent_removal,nano_filtration,0.99,phosphates,baseline,nawi,Texas Water Development Board IT3PR User Manual,"Phosphates, Dissolved"
default,kg/m3,fractional_constituent_removal,nano_filtration,0.99,potassium,baseline,nawi,Texas Water Development Board IT3PR User Manual,Potassium
default,%,absolute_value,nano_filtration,90,ultraviolet_transmittance_uvt,baseline,nawi,Texas Water Development Board IT3PR User Manual,Ultraviolet Transmittance (UVT)
default,kg/m3,fractional_constituent_removal,ozonation,0.294787,cryptosporidium,baseline,nawi,Texas Water Development Board IT3PR User Manual,Cryptosporidium
default,kg/m3,fractional_constituent_removal,ozonation,0.728305,toc,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Organic Carbon (TOC)
default,kg/m3,fractional_constituent_removal,ozonation,0.903239,giardia_lamblia,baseline,nawi,Texas Water Development Board IT3PR User Manual,Giardia lamblia
default,kg/m3,fractional_constituent_removal,ozonation,0.989434,eeq,baseline,nawi,Texas Water Development Board IT3PR User Manual,Estradiol Equivalency (EEQ)
default,kg/m3,fractional_constituent_removal,ozonation,0.997225,total_coliforms_fecal_ecoli,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Coliforms (including fecal coliform andå E. Coli)
default,kg/m3,fractional_constituent_removal,ozonation,0.997225,viruses_enteric,baseline,nawi,Texas Water Development Board IT3PR User Manual,Viruses (enteric)
default,kg/m3,fractional_constituent_removal,ozone_aop,0.294787,cryptosporidium,baseline,nawi,Texas Water Development Board IT3PR User Manual,Cryptosporidium
default,kg/m3,fractional_constituent_removal,ozone_aop,0.728305,toc,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Organic Carbon (TOC)
default,kg/m3,fractional_constituent_removal,ozone_aop,0.903239,giardia_lamblia,baseline,nawi,Texas Water Development Board IT3PR User Manual,Giardia lamblia
default,kg/m3,fractional_constituent_removal,ozone_aop,0.989434,eeq,baseline,nawi,Texas Water Development Board IT3PR User Manual,Estradiol Equivalency (EEQ)
default,kg/m3,fractional_constituent_removal,ozone_aop,0.997225,total_coliforms_fecal_ecoli,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Coliforms (including fecal coliform andå E. Coli)
default,kg/m3,fractional_constituent_removal,ozone_aop,0.997225,viruses_enteric,baseline,nawi,Texas Water Development Board IT3PR User Manual,Viruses (enteric)
default,kg/m3,fractional_constituent_removal,primary_separator,0.9,oil_and_grease,baseline,nawi,Defined based on the Iron and Steel case study data.,Oil and Grease
default,kg/m3,fractional_constituent_removal,primary_separator,0.9,oily_matter,baseline,nawi,Defined based on the Iron and Steel case study data.,Oily Matter
default,kg/m3,fractional_constituent_removal,primary_separator,0.990826,tss,baseline,nawi,Defined based on the Iron and Steel case study data.,Total Suspended Solids (TSS)
default,kg/m3,fractional_constituent_removal,screen,0.3,bod,baseline,nawi,"Based on ""Microscreen Filtration"" and modified for Beef Processing case study.",Biological Oxygen Demand (BOD)
default,kg/m3,fractional_constituent_removal,screen,0.6,tss,baseline,nawi,"Based on ""Microscreen Filtration"" and modified for Beef Processing case study.",Total Suspended Solids (TSS)
default,kg/m3,fractional_constituent_removal,sedimentation,0.990826,tss,baseline,nawi,"(1) Cost Estimating Manual for Water Treatment Facilities (McGivney/Kawamura), (2) Water and Wastewater Engineering: Design Principles and Practice (Mackenzie L. Davis)",Total Suspended Solids (TSS)
default,kg/m3,fractional_constituent_removal,settling_pond,0.990826,tss,baseline,nawi,"Based on ""Sedimentation"" cost model. See references in VAR. There will be minimal water losses.",Total Suspended Solids (TSS)
default,kg/m3,fractional_constituent_removal,tri_media_filtration,0.2,eeq,baseline,nawi,Texas Water Development Board IT3PR User Manual,Estradiol Equivalency (EEQ)
default,kg/m3,fractional_constituent_removal,tri_media_filtration,0.2,nonvolatile_toc,baseline,nawi,Texas Water Development Board IT3PR User Manual,Nonvolatile TOC
default,kg/m3,fractional_constituent_removal,tri_media_filtration,0.2,toc,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Organic Carbon (TOC)
default,kg/m3,fractional_constituent_removal,tri_media_filtration,0.8,nitrate,baseline,nawi,Texas Water Development Board IT3PR User Manual,"Nitrate-N, Dissolved"
default,kg/m3,fractional_constituent_removal,tri_media_filtration,0.95,tss,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Suspended Solids (TSS)
default,fraction,absolute_value,tri_media_filtration,70,ultraviolet_transmittance_uvt,baseline,nawi,Texas Water Development Board IT3PR User Manual,Ultraviolet Transmittance (UVT)
default,kg/m3,fractional_constituent_removal,ultra_filtration,0.3,eeq,baseline,nawi,Texas Water Development Board IT3PR User Manual,Estradiol Equivalency (EEQ)
default,kg/m3,fractional_constituent_removal,ultra_filtration,0.3,toc,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Organic Carbon (TOC)
default,kg/m3,fractional_constituent_removal,ultra_filtration,0.97,tss,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Suspended Solids (TSS)
default,kg/m3,fractional_constituent_removal,ultra_filtration,0.9999,cryptosporidium,baseline,nawi,Texas Water Development Board IT3PR User Manual,Cryptosporidium
default,%,absolute_value,ultra_filtration,75,ultraviolet_transmittance_uvt,baseline,nawi,Texas Water Development Board IT3PR User Manual,Ultraviolet Transmittance (UVT)
default,kg/m3,fractional_constituent_removal,uv_aop,0.130955,eeq,baseline,nawi,Texas Water Development Board IT3PR User Manual,Estradiol Equivalency (EEQ)
default,kg/m3,fractional_constituent_removal,uv_aop,0.174607,toc,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Organic Carbon (TOC)
default,kg/m3,fractional_constituent_removal,uv_aop,0.965403,viruses_enteric,baseline,nawi,Texas Water Development Board IT3PR User Manual,Viruses (enteric)
default,kg/m3,fractional_constituent_removal,uv_aop,0.999989,cryptosporidium,baseline,nawi,Texas Water Development Board IT3PR User Manual,Cryptosporidium
default,kg/m3,fractional_constituent_removal,uv_aop,0.999989,giardia_lamblia,baseline,nawi,Texas Water Development Board IT3PR User Manual,Giardia lamblia
default,kg/m3,fractional_constituent_removal,uv_aop,0.999994,total_coliforms_fecal_ecoli,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Coliforms (including fecal coliform andå E. Coli)
default,kg/m3,fractional_constituent_removal,uv_irradiation,0.054565,eeq,baseline,nawi,Texas Water Development Board IT3PR User Manual,Estradiol Equivalency (EEQ)
default,kg/m3,fractional_constituent_removal,uv_irradiation,0.054565,toc,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Organic Carbon (TOC)
default,kg/m3,fractional_constituent_removal,uv_irradiation,0.965403,viruses_enteric,baseline,nawi,Texas Water Development Board IT3PR User Manual,Viruses (enteric)
default,kg/m3,fractional_constituent_removal,uv_irradiation,0.999989,cryptosporidium,baseline,nawi,Texas Water Development Board IT3PR User Manual,Cryptosporidium
default,kg/m3,fractional_constituent_removal,uv_irradiation,0.999989,giardia_lamblia,baseline,nawi,Texas Water Development Board IT3PR User Manual,Giardia lamblia
default,kg/m3,fractional_constituent_removal,uv_irradiation,0.999994,total_coliforms_fecal_ecoli,baseline,nawi,Texas Water Development Board IT3PR User Manual,Total Coliforms (including fecal coliform andå E. Coli)
default,kg/m3,fractional_constituent_removal,walnut_shell_filter,0.2,nonvolatile_toc,baseline,nawi,Kern County case study.,Nonvolatile TOC
default,kg/m3,fractional_constituent_removal,walnut_shell_filter,0.9,tds,baseline,nawi,Kern County case study.,Total Dissolved Solids (TDS)
default,kg/m3,fractional_constituent_removal,walnut_shell_filter,0.95,chloride,baseline,nawi,Kern County case study.,Chloride
default,S/m,fractional_constituent_removal,walnut_shell_filter,0.95,electrical_conductivity,baseline,nawi,Kern County case study.,Electrical_Conductivity
default,kg/m3,fractional_constituent_removal,walnut_shell_filter,0.95,sodium,baseline,nawi,Kern County case study.,"Sodium, Dissolved"
default,kg/m3,fractional_constituent_removal,walnut_shell_filter,0.97,tss,baseline,nawi,Kern County case study.,Total Suspended Solids (TSS)
default,%,absolute_value,walnut_shell_filter,70,ultraviolet_transmittance_uvt,baseline,nawi,Kern County case study.,Ultraviolet Transmittance (UVT)
emwd,kg/m3,fractional_constituent_removal,ro_deep,0.989816,bicarbonate_alkalinity_as_caco3,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
emwd,kg/m3,fractional_constituent_removal,ro_deep,0.989816,bromide,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
emwd,kg/m3,fractional_constituent_removal,ro_deep,0.989816,calcium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
emwd,kg/m3,fractional_constituent_removal,ro_deep,0.989816,chloride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
emwd,kg/m3,fractional_constituent_removal,ro_deep,0.989816,fluoride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
emwd,kg/m3,fractional_constituent_removal,ro_deep,0.989816,magnesium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
emwd,kg/m3,fractional_constituent_removal,ro_deep,0.989816,potassium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
emwd,kg/m3,fractional_constituent_removal,ro_deep,0.989816,silicon,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
emwd,kg/m3,fractional_constituent_removal,ro_deep,0.989816,sodium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
emwd,kg/m3,fractional_constituent_removal,ro_deep,0.989816,strontium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
emwd,kg/m3,fractional_constituent_removal,ro_deep,0.989816,sulfate,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
emwd,kg/m3,fractional_constituent_removal,ro_deep,0.989816,tds,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
emwd,kg/m3,fractional_constituent_removal,ro_deep,0.9,toc,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
emwd,kg/m3,fractional_constituent_removal,reverse_osmosis,0.989816,bicarbonate_alkalinity_as_caco3,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
emwd,kg/m3,fractional_constituent_removal,reverse_osmosis,0.989816,bromide,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
emwd,kg/m3,fractional_constituent_removal,reverse_osmosis,0.989816,calcium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
emwd,kg/m3,fractional_constituent_removal,reverse_osmosis,0.989816,chloride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
emwd,kg/m3,fractional_constituent_removal,reverse_osmosis,0.989816,fluoride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
emwd,kg/m3,fractional_constituent_removal,reverse_osmosis,0.989816,magnesium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
emwd,kg/m3,fractional_constituent_removal,reverse_osmosis,0.989816,potassium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
emwd,kg/m3,fractional_constituent_removal,reverse_osmosis,0.989816,silicon,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
emwd,kg/m3,fractional_constituent_removal,reverse_osmosis,0.989816,sodium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
emwd,kg/m3,fractional_constituent_removal,reverse_osmosis,0.989816,strontium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
emwd,kg/m3,fractional_constituent_removal,reverse_osmosis,0.989816,sulfate,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
emwd,kg/m3,fractional_constituent_removal,reverse_osmosis,0.989816,tds,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
emwd,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9,toc,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
emwd,kg/m3,fractional_constituent_removal,reverse_osmosis,0.999,tss,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
irwin,kg/m3,fractional_constituent_removal,ro_deep,0.975226,bicarbonate_alkalinity_as_caco3,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
irwin,kg/m3,fractional_constituent_removal,ro_deep,0.975226,bromide,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
irwin,kg/m3,fractional_constituent_removal,ro_deep,0.975226,calcium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
irwin,kg/m3,fractional_constituent_removal,ro_deep,0.975226,chloride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
irwin,kg/m3,fractional_constituent_removal,ro_deep,0.975226,fluoride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
irwin,kg/m3,fractional_constituent_removal,ro_deep,0.975226,magnesium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
irwin,kg/m3,fractional_constituent_removal,ro_deep,0.975226,potassium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
irwin,kg/m3,fractional_constituent_removal,ro_deep,0.975226,silicon,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
irwin,kg/m3,fractional_constituent_removal,ro_deep,0.975226,sodium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
irwin,kg/m3,fractional_constituent_removal,ro_deep,0.975226,strontium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
irwin,kg/m3,fractional_constituent_removal,ro_deep,0.975226,sulfate,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
irwin,kg/m3,fractional_constituent_removal,ro_deep,0.975226,tds,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
irwin,kg/m3,fractional_constituent_removal,ro_deep,0.9,toc,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
irwin,kg/m3,fractional_constituent_removal,reverse_osmosis,0.975226,bicarbonate_alkalinity_as_caco3,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
irwin,kg/m3,fractional_constituent_removal,reverse_osmosis,0.975226,bromide,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
irwin,kg/m3,fractional_constituent_removal,reverse_osmosis,0.975226,calcium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
irwin,kg/m3,fractional_constituent_removal,reverse_osmosis,0.975226,chloride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
irwin,kg/m3,fractional_constituent_removal,reverse_osmosis,0.975226,fluoride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
irwin,kg/m3,fractional_constituent_removal,reverse_osmosis,0.975226,magnesium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
irwin,kg/m3,fractional_constituent_removal,reverse_osmosis,0.975226,potassium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
irwin,kg/m3,fractional_constituent_removal,reverse_osmosis,0.975226,silicon,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
irwin,kg/m3,fractional_constituent_removal,reverse_osmosis,0.975226,sodium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
irwin,kg/m3,fractional_constituent_removal,reverse_osmosis,0.975226,strontium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
irwin,kg/m3,fractional_constituent_removal,reverse_osmosis,0.975226,sulfate,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
irwin,kg/m3,fractional_constituent_removal,reverse_osmosis,0.975226,tds,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
irwin,kg/m3,fractional_constituent_removal,reverse_osmosis,0.9,toc,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
irwin,kg/m3,fractional_constituent_removal,reverse_osmosis,0.999,tss,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
kbhdp,kg/m3,fractional_constituent_removal,ro_deep,0.987749,bicarbonate_alkalinity_as_caco3,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
kbhdp,kg/m3,fractional_constituent_removal,ro_deep,0.987749,bromide,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
kbhdp,kg/m3,fractional_constituent_removal,ro_deep,0.987749,calcium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
kbhdp,kg/m3,fractional_constituent_removal,ro_deep,0.987749,chloride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
kbhdp,kg/m3,fractional_constituent_removal,ro_deep,0.987749,fluoride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
kbhdp,kg/m3,fractional_constituent_removal,ro_deep,0.987749,magnesium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
kbhdp,kg/m3,fractional_constituent_removal,ro_deep,0.987749,potassium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
kbhdp,kg/m3,fractional_constituent_removal,ro_deep,0.987749,silicon,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
kbhdp,kg/m3,fractional_constituent_removal,ro_deep,0.987749,sodium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
kbhdp,kg/m3,fractional_constituent_removal,ro_deep,0.987749,strontium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Strontium
kbhdp,kg/m3,fractional_constituent_removal,ro_deep,0.987749,sulfate,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sulfate, Dissolved"
kbhdp,kg/m3,fractional_constituent_removal,ro_deep,0.987749,tds,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Total Dissolved Solids (TDS)
kbhdp,kg/m3,fractional_constituent_removal,ro_deep,0.9,toc,baseline,nawi,"From: ""TOC removal in reclamation of municipal wastewater by RO"" (2005) https://doi.org/10.1016/j.seppur.2005.04.004 -KAS",Total Organic Carbon (TOC)
kbhdp,kg/m3,fractional_constituent_removal,reverse_osmosis,0.987749,bicarbonate_alkalinity_as_caco3,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bicarbonate Alkalinity as CaCO3
kbhdp,kg/m3,fractional_constituent_removal,reverse_osmosis,0.987749,bromide,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Bromide
kbhdp,kg/m3,fractional_constituent_removal,reverse_osmosis,0.987749,calcium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Calcium, Dissolved"
kbhdp,kg/m3,fractional_constituent_removal,reverse_osmosis,0.987749,chloride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Chloride
kbhdp,kg/m3,fractional_constituent_removal,reverse_osmosis,0.987749,fluoride,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Fluoride
kbhdp,kg/m3,fractional_constituent_removal,reverse_osmosis,0.987749,magnesium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Magnesium, Dissolved"
kbhdp,kg/m3,fractional_constituent_removal,reverse_osmosis,0.987749,potassium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Potassium
kbhdp,kg/m3,fractional_constituent_removal,reverse_osmosis,0.987749,silicon,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,Silicon
kbhdp,kg/m3,fractional_constituent_removal,reverse_osmosis,0.987749,sodium,baseline,nawi,Calculated value for total TDS removal from DEEP 5.1 model from IAEA,"Sodium, Dissolved"
