,Unit Process Name,Variable,Value,Metric,Unit,Case Study,Scenario
734,holding_tank_b,tds,0.109,Inlet Constituent Density,kg/m3,santa_barbara,baseline
735,holding_tank_b,tds,0.109,Outlet Constituent Density,kg/m3,santa_barbara,baseline
736,holding_tank_b,tds,0.011,Waste Constituent Density,kg/m3,santa_barbara,baseline
737,holding_tank_b,tds,0.017,Inlet Constituent Total Mass,kg,santa_barbara,baseline
738,holding_tank_b,tds,0.017,Outlet Constituent Total Mass,kg,santa_barbara,baseline
739,holding_tank_b,tds,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
740,uv_aop,Electricity Intensity,0.1,Electricity,kwh/m3,santa_barbara,baseline
744,uv_aop,Total Capital Investment (TCI),4.976,Cost,$MM,santa_barbara,baseline
745,uv_aop,Catalysts and Chemicals,0.041,Annual Cost,$MM/yr,santa_barbara,baseline
746,uv_aop,Electricity,0.065,Annual Cost,$MM/yr,santa_barbara,baseline
747,uv_aop,Other Variable Operating,0.0,Annual Cost,$MM/yr,santa_barbara,baseline
753,uv_aop,Fixed Operating,0.066,Annual Cost,$MM/yr,santa_barbara,baseline
756,uv_aop,Annual O&M Costs,0.173,Annual Cost,$MM/yr,santa_barbara,baseline
757,uv_aop,Inlet Water,0.155,Water Flow,m3/s,santa_barbara,baseline
758,uv_aop,Outlet Water,0.155,Water Flow,m3/s,santa_barbara,baseline
759,uv_aop,Waste Water,0.0,Water Flow,m3/s,santa_barbara,baseline
760,uv_aop,bromide,0.001,Inlet Constituent Density,kg/m3,santa_barbara,baseline
761,uv_aop,bromide,0.001,Outlet Constituent Density,kg/m3,santa_barbara,baseline
762,uv_aop,bromide,0.001,Waste Constituent Density,kg/m3,santa_barbara,baseline
763,uv_aop,bromide,0.0,Inlet Constituent Total Mass,kg,santa_barbara,baseline
764,uv_aop,bromide,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
765,uv_aop,bromide,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
766,uv_aop,calcium,0.006,Inlet Constituent Density,kg/m3,santa_barbara,baseline
767,uv_aop,calcium,0.006,Outlet Constituent Density,kg/m3,santa_barbara,baseline
768,uv_aop,calcium,0.001,Waste Constituent Density,kg/m3,santa_barbara,baseline
769,uv_aop,calcium,0.001,Inlet Constituent Total Mass,kg,santa_barbara,baseline
770,uv_aop,calcium,0.001,Outlet Constituent Total Mass,kg,santa_barbara,baseline
771,uv_aop,calcium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
772,uv_aop,chloride,0.283,Inlet Constituent Density,kg/m3,santa_barbara,baseline
773,uv_aop,chloride,0.283,Outlet Constituent Density,kg/m3,santa_barbara,baseline
774,uv_aop,chloride,0.028,Waste Constituent Density,kg/m3,santa_barbara,baseline
775,uv_aop,chloride,0.044,Inlet Constituent Total Mass,kg,santa_barbara,baseline
776,uv_aop,chloride,0.044,Outlet Constituent Total Mass,kg,santa_barbara,baseline
777,uv_aop,chloride,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
778,uv_aop,magnesium,0.019,Inlet Constituent Density,kg/m3,santa_barbara,baseline
779,uv_aop,magnesium,0.019,Outlet Constituent Density,kg/m3,santa_barbara,baseline
780,uv_aop,magnesium,0.002,Waste Constituent Density,kg/m3,santa_barbara,baseline
781,uv_aop,magnesium,0.003,Inlet Constituent Total Mass,kg,santa_barbara,baseline
782,uv_aop,magnesium,0.003,Outlet Constituent Total Mass,kg,santa_barbara,baseline
783,uv_aop,magnesium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
784,uv_aop,potassium,0.006,Inlet Constituent Density,kg/m3,santa_barbara,baseline
785,uv_aop,potassium,0.006,Outlet Constituent Density,kg/m3,santa_barbara,baseline
786,uv_aop,potassium,0.001,Waste Constituent Density,kg/m3,santa_barbara,baseline
787,uv_aop,potassium,0.001,Inlet Constituent Total Mass,kg,santa_barbara,baseline
788,uv_aop,potassium,0.001,Outlet Constituent Total Mass,kg,santa_barbara,baseline
789,uv_aop,potassium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
790,uv_aop,sodium,0.158,Inlet Constituent Density,kg/m3,santa_barbara,baseline
791,uv_aop,sodium,0.158,Outlet Constituent Density,kg/m3,santa_barbara,baseline
792,uv_aop,sodium,0.016,Waste Constituent Density,kg/m3,santa_barbara,baseline
793,uv_aop,sodium,0.024,Inlet Constituent Total Mass,kg,santa_barbara,baseline
794,uv_aop,sodium,0.024,Outlet Constituent Total Mass,kg,santa_barbara,baseline
795,uv_aop,sodium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
796,uv_aop,strontium,0.0,Inlet Constituent Density,kg/m3,santa_barbara,baseline
797,uv_aop,strontium,0.0,Outlet Constituent Density,kg/m3,santa_barbara,baseline
798,uv_aop,strontium,0.001,Waste Constituent Density,kg/m3,santa_barbara,baseline
799,uv_aop,strontium,0.0,Inlet Constituent Total Mass,kg,santa_barbara,baseline
800,uv_aop,strontium,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
801,uv_aop,strontium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
802,uv_aop,sulfate,0.04,Inlet Constituent Density,kg/m3,santa_barbara,baseline
803,uv_aop,sulfate,0.04,Outlet Constituent Density,kg/m3,santa_barbara,baseline
804,uv_aop,sulfate,0.004,Waste Constituent Density,kg/m3,santa_barbara,baseline
805,uv_aop,sulfate,0.006,Inlet Constituent Total Mass,kg,santa_barbara,baseline
806,uv_aop,sulfate,0.006,Outlet Constituent Total Mass,kg,santa_barbara,baseline
807,uv_aop,sulfate,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
808,uv_aop,tds,0.109,Inlet Constituent Density,kg/m3,santa_barbara,baseline
809,uv_aop,tds,0.109,Outlet Constituent Density,kg/m3,santa_barbara,baseline
810,uv_aop,tds,0.011,Waste Constituent Density,kg/m3,santa_barbara,baseline
811,uv_aop,tds,0.017,Inlet Constituent Total Mass,kg,santa_barbara,baseline
812,uv_aop,tds,0.017,Outlet Constituent Total Mass,kg,santa_barbara,baseline
813,uv_aop,tds,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
814,co2_addition,Electricity Intensity,0.01,Electricity,kwh/m3,santa_barbara,baseline
818,co2_addition,Total Capital Investment (TCI),1.199,Cost,$MM,santa_barbara,baseline
819,co2_addition,Catalysts and Chemicals,0.0,Annual Cost,$MM/yr,santa_barbara,baseline
820,co2_addition,Electricity,0.007,Annual Cost,$MM/yr,santa_barbara,baseline
821,co2_addition,Other Variable Operating,0.0,Annual Cost,$MM/yr,santa_barbara,baseline
827,co2_addition,Fixed Operating,0.016,Annual Cost,$MM/yr,santa_barbara,baseline
830,co2_addition,Annual O&M Costs,0.022,Annual Cost,$MM/yr,santa_barbara,baseline
831,co2_addition,Inlet Water,0.155,Water Flow,m3/s,santa_barbara,baseline
832,co2_addition,Outlet Water,0.155,Water Flow,m3/s,santa_barbara,baseline
833,co2_addition,Waste Water,0.0,Water Flow,m3/s,santa_barbara,baseline
834,co2_addition,bromide,0.001,Inlet Constituent Density,kg/m3,santa_barbara,baseline
835,co2_addition,bromide,0.001,Outlet Constituent Density,kg/m3,santa_barbara,baseline
836,co2_addition,bromide,0.001,Waste Constituent Density,kg/m3,santa_barbara,baseline
837,co2_addition,bromide,0.0,Inlet Constituent Total Mass,kg,santa_barbara,baseline
838,co2_addition,bromide,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
839,co2_addition,bromide,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
840,co2_addition,calcium,0.006,Inlet Constituent Density,kg/m3,santa_barbara,baseline
841,co2_addition,calcium,0.006,Outlet Constituent Density,kg/m3,santa_barbara,baseline
842,co2_addition,calcium,0.001,Waste Constituent Density,kg/m3,santa_barbara,baseline
843,co2_addition,calcium,0.001,Inlet Constituent Total Mass,kg,santa_barbara,baseline
844,co2_addition,calcium,0.001,Outlet Constituent Total Mass,kg,santa_barbara,baseline
845,co2_addition,calcium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
846,co2_addition,chloride,0.283,Inlet Constituent Density,kg/m3,santa_barbara,baseline
847,co2_addition,chloride,0.283,Outlet Constituent Density,kg/m3,santa_barbara,baseline
848,co2_addition,chloride,0.028,Waste Constituent Density,kg/m3,santa_barbara,baseline
849,co2_addition,chloride,0.044,Inlet Constituent Total Mass,kg,santa_barbara,baseline
850,co2_addition,chloride,0.044,Outlet Constituent Total Mass,kg,santa_barbara,baseline
851,co2_addition,chloride,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
852,co2_addition,magnesium,0.019,Inlet Constituent Density,kg/m3,santa_barbara,baseline
853,co2_addition,magnesium,0.019,Outlet Constituent Density,kg/m3,santa_barbara,baseline
854,co2_addition,magnesium,0.002,Waste Constituent Density,kg/m3,santa_barbara,baseline
855,co2_addition,magnesium,0.003,Inlet Constituent Total Mass,kg,santa_barbara,baseline
856,co2_addition,magnesium,0.003,Outlet Constituent Total Mass,kg,santa_barbara,baseline
857,co2_addition,magnesium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
858,co2_addition,potassium,0.006,Inlet Constituent Density,kg/m3,santa_barbara,baseline
859,co2_addition,potassium,0.006,Outlet Constituent Density,kg/m3,santa_barbara,baseline
860,co2_addition,potassium,0.001,Waste Constituent Density,kg/m3,santa_barbara,baseline
861,co2_addition,potassium,0.001,Inlet Constituent Total Mass,kg,santa_barbara,baseline
862,co2_addition,potassium,0.001,Outlet Constituent Total Mass,kg,santa_barbara,baseline
863,co2_addition,potassium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
864,co2_addition,sodium,0.158,Inlet Constituent Density,kg/m3,santa_barbara,baseline
865,co2_addition,sodium,0.158,Outlet Constituent Density,kg/m3,santa_barbara,baseline
866,co2_addition,sodium,0.016,Waste Constituent Density,kg/m3,santa_barbara,baseline
867,co2_addition,sodium,0.024,Inlet Constituent Total Mass,kg,santa_barbara,baseline
868,co2_addition,sodium,0.024,Outlet Constituent Total Mass,kg,santa_barbara,baseline
869,co2_addition,sodium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
870,co2_addition,strontium,0.0,Inlet Constituent Density,kg/m3,santa_barbara,baseline
871,co2_addition,strontium,0.0,Outlet Constituent Density,kg/m3,santa_barbara,baseline
872,co2_addition,strontium,0.001,Waste Constituent Density,kg/m3,santa_barbara,baseline
873,co2_addition,strontium,0.0,Inlet Constituent Total Mass,kg,santa_barbara,baseline
874,co2_addition,strontium,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
875,co2_addition,strontium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
876,co2_addition,sulfate,0.04,Inlet Constituent Density,kg/m3,santa_barbara,baseline
877,co2_addition,sulfate,0.04,Outlet Constituent Density,kg/m3,santa_barbara,baseline
878,co2_addition,sulfate,0.004,Waste Constituent Density,kg/m3,santa_barbara,baseline
879,co2_addition,sulfate,0.006,Inlet Constituent Total Mass,kg,santa_barbara,baseline
880,co2_addition,sulfate,0.006,Outlet Constituent Total Mass,kg,santa_barbara,baseline
881,co2_addition,sulfate,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
882,co2_addition,tds,0.109,Inlet Constituent Density,kg/m3,santa_barbara,baseline
883,co2_addition,tds,0.109,Outlet Constituent Density,kg/m3,santa_barbara,baseline
884,co2_addition,tds,0.011,Waste Constituent Density,kg/m3,santa_barbara,baseline
885,co2_addition,tds,0.017,Inlet Constituent Total Mass,kg,santa_barbara,baseline
886,co2_addition,tds,0.017,Outlet Constituent Total Mass,kg,santa_barbara,baseline
887,co2_addition,tds,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
888,lime_addition,Electricity Intensity,0.0,Electricity,kwh/m3,santa_barbara,baseline
892,lime_addition,Total Capital Investment (TCI),1.326,Cost,$MM,santa_barbara,baseline
893,lime_addition,Catalysts and Chemicals,0.0,Annual Cost,$MM/yr,santa_barbara,baseline
894,lime_addition,Electricity,0.0,Annual Cost,$MM/yr,santa_barbara,baseline
895,lime_addition,Other Variable Operating,0.0,Annual Cost,$MM/yr,santa_barbara,baseline
901,lime_addition,Fixed Operating,0.018,Annual Cost,$MM/yr,santa_barbara,baseline
904,lime_addition,Annual O&M Costs,0.018,Annual Cost,$MM/yr,santa_barbara,baseline
905,lime_addition,Inlet Water,0.155,Water Flow,m3/s,santa_barbara,baseline
906,lime_addition,Outlet Water,0.155,Water Flow,m3/s,santa_barbara,baseline
907,lime_addition,Waste Water,0.0,Water Flow,m3/s,santa_barbara,baseline
908,lime_addition,bromide,0.001,Inlet Constituent Density,kg/m3,santa_barbara,baseline
909,lime_addition,bromide,0.001,Outlet Constituent Density,kg/m3,santa_barbara,baseline
910,lime_addition,bromide,0.001,Waste Constituent Density,kg/m3,santa_barbara,baseline
911,lime_addition,bromide,0.0,Inlet Constituent Total Mass,kg,santa_barbara,baseline
912,lime_addition,bromide,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
913,lime_addition,bromide,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
914,lime_addition,calcium,0.006,Inlet Constituent Density,kg/m3,santa_barbara,baseline
915,lime_addition,calcium,0.006,Outlet Constituent Density,kg/m3,santa_barbara,baseline
916,lime_addition,calcium,0.001,Waste Constituent Density,kg/m3,santa_barbara,baseline
917,lime_addition,calcium,0.001,Inlet Constituent Total Mass,kg,santa_barbara,baseline
918,lime_addition,calcium,0.001,Outlet Constituent Total Mass,kg,santa_barbara,baseline
919,lime_addition,calcium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
920,lime_addition,chloride,0.283,Inlet Constituent Density,kg/m3,santa_barbara,baseline
921,lime_addition,chloride,0.283,Outlet Constituent Density,kg/m3,santa_barbara,baseline
922,lime_addition,chloride,0.028,Waste Constituent Density,kg/m3,santa_barbara,baseline
923,lime_addition,chloride,0.044,Inlet Constituent Total Mass,kg,santa_barbara,baseline
924,lime_addition,chloride,0.044,Outlet Constituent Total Mass,kg,santa_barbara,baseline
925,lime_addition,chloride,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
926,lime_addition,magnesium,0.019,Inlet Constituent Density,kg/m3,santa_barbara,baseline
927,lime_addition,magnesium,0.019,Outlet Constituent Density,kg/m3,santa_barbara,baseline
928,lime_addition,magnesium,0.002,Waste Constituent Density,kg/m3,santa_barbara,baseline
929,lime_addition,magnesium,0.003,Inlet Constituent Total Mass,kg,santa_barbara,baseline
930,lime_addition,magnesium,0.003,Outlet Constituent Total Mass,kg,santa_barbara,baseline
931,lime_addition,magnesium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
932,lime_addition,potassium,0.006,Inlet Constituent Density,kg/m3,santa_barbara,baseline
933,lime_addition,potassium,0.006,Outlet Constituent Density,kg/m3,santa_barbara,baseline
934,lime_addition,potassium,0.001,Waste Constituent Density,kg/m3,santa_barbara,baseline
935,lime_addition,potassium,0.001,Inlet Constituent Total Mass,kg,santa_barbara,baseline
936,lime_addition,potassium,0.001,Outlet Constituent Total Mass,kg,santa_barbara,baseline
937,lime_addition,potassium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
938,lime_addition,sodium,0.158,Inlet Constituent Density,kg/m3,santa_barbara,baseline
939,lime_addition,sodium,0.158,Outlet Constituent Density,kg/m3,santa_barbara,baseline
940,lime_addition,sodium,0.016,Waste Constituent Density,kg/m3,santa_barbara,baseline
941,lime_addition,sodium,0.024,Inlet Constituent Total Mass,kg,santa_barbara,baseline
942,lime_addition,sodium,0.024,Outlet Constituent Total Mass,kg,santa_barbara,baseline
943,lime_addition,sodium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
944,lime_addition,strontium,0.0,Inlet Constituent Density,kg/m3,santa_barbara,baseline
945,lime_addition,strontium,0.0,Outlet Constituent Density,kg/m3,santa_barbara,baseline
946,lime_addition,strontium,0.001,Waste Constituent Density,kg/m3,santa_barbara,baseline
947,lime_addition,strontium,0.0,Inlet Constituent Total Mass,kg,santa_barbara,baseline
948,lime_addition,strontium,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
949,lime_addition,strontium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
950,lime_addition,sulfate,0.04,Inlet Constituent Density,kg/m3,santa_barbara,baseline
951,lime_addition,sulfate,0.04,Outlet Constituent Density,kg/m3,santa_barbara,baseline
952,lime_addition,sulfate,0.004,Waste Constituent Density,kg/m3,santa_barbara,baseline
953,lime_addition,sulfate,0.006,Inlet Constituent Total Mass,kg,santa_barbara,baseline
954,lime_addition,sulfate,0.006,Outlet Constituent Total Mass,kg,santa_barbara,baseline
955,lime_addition,sulfate,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
956,lime_addition,tds,0.109,Inlet Constituent Density,kg/m3,santa_barbara,baseline
957,lime_addition,tds,0.109,Outlet Constituent Density,kg/m3,santa_barbara,baseline
958,lime_addition,tds,0.011,Waste Constituent Density,kg/m3,santa_barbara,baseline
959,lime_addition,tds,0.017,Inlet Constituent Total Mass,kg,santa_barbara,baseline
960,lime_addition,tds,0.017,Outlet Constituent Total Mass,kg,santa_barbara,baseline
961,lime_addition,tds,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
962,treated_storage,Electricity Intensity,0.0,Electricity,kwh/m3,santa_barbara,baseline
966,treated_storage,Total Capital Investment (TCI),0.545,Cost,$MM,santa_barbara,baseline
967,treated_storage,Catalysts and Chemicals,0.0,Annual Cost,$MM/yr,santa_barbara,baseline
968,treated_storage,Electricity,0.0,Annual Cost,$MM/yr,santa_barbara,baseline
969,treated_storage,Other Variable Operating,0.0,Annual Cost,$MM/yr,santa_barbara,baseline
975,treated_storage,Fixed Operating,0.007,Annual Cost,$MM/yr,santa_barbara,baseline
978,treated_storage,Annual O&M Costs,0.007,Annual Cost,$MM/yr,santa_barbara,baseline
979,treated_storage,Inlet Water,0.155,Water Flow,m3/s,santa_barbara,baseline
980,treated_storage,Outlet Water,0.155,Water Flow,m3/s,santa_barbara,baseline
981,treated_storage,Waste Water,0.0,Water Flow,m3/s,santa_barbara,baseline
982,treated_storage,bromide,0.001,Inlet Constituent Density,kg/m3,santa_barbara,baseline
983,treated_storage,bromide,0.001,Outlet Constituent Density,kg/m3,santa_barbara,baseline
984,treated_storage,bromide,0.001,Waste Constituent Density,kg/m3,santa_barbara,baseline
985,treated_storage,bromide,0.0,Inlet Constituent Total Mass,kg,santa_barbara,baseline
986,treated_storage,bromide,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
987,treated_storage,bromide,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
988,treated_storage,calcium,0.006,Inlet Constituent Density,kg/m3,santa_barbara,baseline
989,treated_storage,calcium,0.006,Outlet Constituent Density,kg/m3,santa_barbara,baseline
990,treated_storage,calcium,0.001,Waste Constituent Density,kg/m3,santa_barbara,baseline
991,treated_storage,calcium,0.001,Inlet Constituent Total Mass,kg,santa_barbara,baseline
992,treated_storage,calcium,0.001,Outlet Constituent Total Mass,kg,santa_barbara,baseline
993,treated_storage,calcium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
994,treated_storage,chloride,0.283,Inlet Constituent Density,kg/m3,santa_barbara,baseline
995,treated_storage,chloride,0.283,Outlet Constituent Density,kg/m3,santa_barbara,baseline
996,treated_storage,chloride,0.028,Waste Constituent Density,kg/m3,santa_barbara,baseline
997,treated_storage,chloride,0.044,Inlet Constituent Total Mass,kg,santa_barbara,baseline
998,treated_storage,chloride,0.044,Outlet Constituent Total Mass,kg,santa_barbara,baseline
999,treated_storage,chloride,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1000,treated_storage,magnesium,0.019,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1001,treated_storage,magnesium,0.019,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1002,treated_storage,magnesium,0.002,Waste Constituent Density,kg/m3,santa_barbara,baseline
1003,treated_storage,magnesium,0.003,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1004,treated_storage,magnesium,0.003,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1005,treated_storage,magnesium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1006,treated_storage,potassium,0.006,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1007,treated_storage,potassium,0.006,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1008,treated_storage,potassium,0.001,Waste Constituent Density,kg/m3,santa_barbara,baseline
1009,treated_storage,potassium,0.001,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1010,treated_storage,potassium,0.001,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1011,treated_storage,potassium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1012,treated_storage,sodium,0.158,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1013,treated_storage,sodium,0.158,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1014,treated_storage,sodium,0.016,Waste Constituent Density,kg/m3,santa_barbara,baseline
1015,treated_storage,sodium,0.024,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1016,treated_storage,sodium,0.024,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1017,treated_storage,sodium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1018,treated_storage,strontium,0.0,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1019,treated_storage,strontium,0.0,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1020,treated_storage,strontium,0.001,Waste Constituent Density,kg/m3,santa_barbara,baseline
1021,treated_storage,strontium,0.0,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1022,treated_storage,strontium,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1023,treated_storage,strontium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1024,treated_storage,sulfate,0.04,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1025,treated_storage,sulfate,0.04,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1026,treated_storage,sulfate,0.004,Waste Constituent Density,kg/m3,santa_barbara,baseline
1027,treated_storage,sulfate,0.006,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1028,treated_storage,sulfate,0.006,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1029,treated_storage,sulfate,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1030,treated_storage,tds,0.109,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1031,treated_storage,tds,0.109,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1032,treated_storage,tds,0.011,Waste Constituent Density,kg/m3,santa_barbara,baseline
1033,treated_storage,tds,0.017,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1034,treated_storage,tds,0.017,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1035,treated_storage,tds,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1036,backwash_solids_handling,Electricity Intensity,0.102,Electricity,kwh/m3,santa_barbara,baseline
1040,backwash_solids_handling,Total Capital Investment (TCI),0.002,Cost,$MM,santa_barbara,baseline
1041,backwash_solids_handling,Catalysts and Chemicals,0.0,Annual Cost,$MM/yr,santa_barbara,baseline
1042,backwash_solids_handling,Electricity,0.0,Annual Cost,$MM/yr,santa_barbara,baseline
1043,backwash_solids_handling,Other Variable Operating,0.0,Annual Cost,$MM/yr,santa_barbara,baseline
1049,backwash_solids_handling,Fixed Operating,0.0,Annual Cost,$MM/yr,santa_barbara,baseline
1052,backwash_solids_handling,Annual O&M Costs,0.0,Annual Cost,$MM/yr,santa_barbara,baseline
1053,backwash_solids_handling,Inlet Water,0.0,Water Flow,m3/s,santa_barbara,baseline
1054,backwash_solids_handling,Outlet Water,0.0,Water Flow,m3/s,santa_barbara,baseline
1055,backwash_solids_handling,Waste Water,0.0,Water Flow,m3/s,santa_barbara,baseline
1056,backwash_solids_handling,bromide,0.007,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1057,backwash_solids_handling,bromide,0.007,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1058,backwash_solids_handling,bromide,0.004,Waste Constituent Density,kg/m3,santa_barbara,baseline
1059,backwash_solids_handling,bromide,0.0,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1060,backwash_solids_handling,bromide,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1061,backwash_solids_handling,bromide,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1062,backwash_solids_handling,calcium,0.041,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1063,backwash_solids_handling,calcium,0.043,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1064,backwash_solids_handling,calcium,0.004,Waste Constituent Density,kg/m3,santa_barbara,baseline
1065,backwash_solids_handling,calcium,0.0,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1066,backwash_solids_handling,calcium,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1067,backwash_solids_handling,calcium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1068,backwash_solids_handling,chloride,1.917,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1069,backwash_solids_handling,chloride,2.018,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1070,backwash_solids_handling,chloride,0.004,Waste Constituent Density,kg/m3,santa_barbara,baseline
1071,backwash_solids_handling,chloride,0.0,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1072,backwash_solids_handling,chloride,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1073,backwash_solids_handling,chloride,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1074,backwash_solids_handling,magnesium,0.128,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1075,backwash_solids_handling,magnesium,0.135,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1076,backwash_solids_handling,magnesium,0.004,Waste Constituent Density,kg/m3,santa_barbara,baseline
1077,backwash_solids_handling,magnesium,0.0,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1078,backwash_solids_handling,magnesium,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1079,backwash_solids_handling,magnesium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1080,backwash_solids_handling,potassium,0.04,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1081,backwash_solids_handling,potassium,0.042,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1082,backwash_solids_handling,potassium,0.004,Waste Constituent Density,kg/m3,santa_barbara,baseline
1083,backwash_solids_handling,potassium,0.0,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1084,backwash_solids_handling,potassium,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1085,backwash_solids_handling,potassium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1086,backwash_solids_handling,sodium,1.068,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1087,backwash_solids_handling,sodium,1.125,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1088,backwash_solids_handling,sodium,0.004,Waste Constituent Density,kg/m3,santa_barbara,baseline
1089,backwash_solids_handling,sodium,0.0,Inlet Constituent Total Mass,kg,santa_barbara,baseline
1090,backwash_solids_handling,sodium,0.0,Outlet Constituent Total Mass,kg,santa_barbara,baseline
1091,backwash_solids_handling,sodium,0.0,Waste Constituent Total Mass,kg,santa_barbara,baseline
1092,backwash_solids_handling,strontium,0.0,Inlet Constituent Density,kg/m3,santa_barbara,baseline
1093,backwash_solids_handling,strontium,0.0,Outlet Constituent Density,kg/m3,santa_barbara,baseline
1094,backwash_solids_handling,strontium,0.004,Waste Constituent Density,kg/m3,santa_barbara,baseline
1095,backwash_solids_handling,strontium,0.0,Inlet Constituent Total Mass,kg,santa_barbara,baseline
